FlightId;ArrAirportCode;ArrScheduledDate;ArrScheduledTime;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;AirlineID;FlightNumber;AircraftCode;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DpStatusDescription;StatusCode;StatusDescription
CL1207;FRA;2023-05-19;19:45;2023-05-19;19:48;1;Area A;LD;Flight Landed;CL;1207;E90;2023-05-19;18:57;;46A;DP;Flight Departed;LD;Flight Landed
LH1293;FRA;2023-05-19;19:45;2023-05-19;20:10;1;B27;LD;Flight Landed;LH;1293;32Q;2023-05-19;17:08;;044;DP;Flight Departed;LD;Flight Landed
LH1311;FRA;2023-05-19;19:45;2023-05-19;19:38;1;B19A;LD;Flight Landed;LH;1311;32N;2023-05-19;17:15;;005;DP;Flight Departed;LD;Flight Landed
LH583;FRA;2023-05-19;19:50;2023-05-19;20:03;1;C08A;LD;Flight Landed;LH;583;32Q;2023-05-19;16:35;3;F03;DP;Flight Departed;LD;Flight Landed
2A3627;FRA;2023-05-19;19:50;2023-05-19;19:55;TN;T04;LD;Flight Landed;2A;3627;TRN;2023-05-19;18:56;;T06;DP;Flight Departed;LD;Flight Landed
2A3427;FRA;2023-05-19;19:51;2023-05-19;19:51;TN;T04;LD;Flight Landed;2A;3427;TRN;2023-05-19;18:41;;T10;DP;Flight Departed;LD;Flight Landed
EN8873;FRA;2023-05-19;19:55;2023-05-19;20:24;1;BSO;LD;Flight Landed;EN;8873;E95;2023-05-19;18:50;;;DP;Flight Departed;LD;Flight Landed
LH199;FRA;2023-05-19;19:55;2023-05-19;20:17;1;A30;LD;Flight Landed;LH;199;32A;2023-05-19;19:09;1;B19;DP;Flight Departed;LD;Flight Landed
LH223;FRA;2023-05-19;19:55;2023-05-19;20:06;1;B09;LD;Flight Landed;LH;223;319;2023-05-19;18:44;;002;DP;Flight Departed;LD;Flight Landed
LH1479;FRA;2023-05-19;19:55;2023-05-19;20:14;1;Area A;LD;Flight Landed;LH;1479;319;2023-05-19;18:51;;;DP;Flight Departed;LD;Flight Landed
LX1086;FRA;2023-05-19;19:55;2023-05-19;20:00;1;BSO;LD;Flight Landed;LX;1086;223;2023-05-19;18:55;1;;DP;Flight Departed;LD;Flight Landed
OS217;FRA;2023-05-19;19:55;2023-05-19;19:54;1;Area A;LD;Flight Landed;OS;217;320;2023-05-19;18:36;3;F02;DP;Flight Departed;LD;Flight Landed
4Y1231;FRA;2023-05-19;20:05;2023-05-19;20:09;1;BSO;LD;Flight Landed;4Y;1231;32A;2023-05-19;18:12;;;DP;Flight Departed;LD;Flight Landed
EN8065;FRA;2023-05-19;20:05;2023-05-19;20:50;1;BSO;LD;Flight Landed;EN;8065;E90;2023-05-19;19:34;;003;DP;Flight Departed;LD;Flight Landed
LH255;FRA;2023-05-19;20:05;2023-05-19;20:27;1;Area A;LD;Flight Landed;LH;255;32A;2023-05-19;19:13;1;A06;DP;Flight Departed;LD;Flight Landed
LH883;FRA;2023-05-19;20:05;2023-05-19;20:16;1;A52;LD;Flight Landed;LH;883;32N;2023-05-19;18:45;;006;DP;Flight Departed;LD;Flight Landed
LH915;FRA;2023-05-19;20:05;2023-05-19;20:36;1;B24;LD;Flight Landed;LH;915;32N;2023-05-19;18:10;2;A18;DP;Flight Departed;LD;Flight Landed
LH1421;FRA;2023-05-19;20:05;2023-05-19;20:39;1;Area A;LD;Flight Landed;LH;1421;32M;2023-05-19;19:12;;006;DP;Flight Departed;LD;Flight Landed
2A3457;FRA;2023-05-19;20:06;2023-05-19;20:06;TN;T04;LD;Flight Landed;2A;3457;TRN;2023-05-19;19:36;;T03;DP;Flight Departed;LD;Flight Landed
EN8849;FRA;2023-05-19;20:10;2023-05-19;21:19;1;BSO;LD;Flight Landed;EN;8849;E95;2023-05-19;19:59;;;DP;Flight Departed;LD;Flight Landed
LH031;FRA;2023-05-19;20:10;2023-05-19;20:26;1;A38;LD;Flight Landed;LH;31;321;2023-05-19;19:20;2;C16;DP;Flight Departed;LD;Flight Landed
LH1179;FRA;2023-05-19;20:10;2023-05-19;20:34;1;A50;LD;Flight Landed;LH;1179;32M;2023-05-19;16:54;;033;DP;Flight Departed;LD;Flight Landed
LH1307;FRA;2023-05-19;20:10;2023-05-19;20:01;1;B47A;LD;Flight Landed;LH;1307;32Q;2023-05-19;16:46;;019;DP;Flight Departed;LD;Flight Landed
LH1431;FRA;2023-05-19;20:10;2023-05-19;20:10;1;B22;LD;Flight Landed;LH;1431;320;2023-05-19;19:00;2;A01;DP;Flight Departed;LD;Flight Landed
CL1529;FRA;2023-05-19;20:10;2023-05-19;19:48;1;Area A;LD;Flight Landed;CL;1529;E90;2023-05-19;16:43;;0008;DP;Flight Departed;LD;Flight Landed
LH1557;FRA;2023-05-19;20:10;2023-05-19;20:53;1;Area A;LD;Flight Landed;LH;1557;32N;2023-05-19;19:28;;008;DP;Flight Departed;LD;Flight Landed
2L1076;FRA;2023-05-19;20:10;2023-05-19;20:17;1;BSO;LD;Flight Landed;2L;1076;E90;2023-05-19;19:17;;;DP;Flight Departed;LD;Flight Landed
LH1175;FRA;2023-05-19;20:15;2023-05-19;21:01;1;A24;LD;Flight Landed;LH;1175;32N;2023-05-19;18:41;;C49;DP;Flight Departed;LD;Flight Landed
CL1355;FRA;2023-05-19;20:20;2023-05-19;20:23;1;BSO;LD;Flight Landed;CL;1355;CR9;2023-05-19;19:08;;003;DP;Flight Departed;LD;Flight Landed
SN2617;FRA;2023-05-19;20:20;2023-05-19;20:37;1;B10;LD;Flight Landed;SN;2617;319;2023-05-19;19:32;;;DP;Flight Departed;LD;Flight Landed
LH237;FRA;2023-05-19;20:25;2023-05-19;20:39;1;Area A;LD;Flight Landed;LH;237;32N;2023-05-19;18:56;1;A61;DP;Flight Departed;LD;Flight Landed
LH1065;FRA;2023-05-19;20:25;2023-05-19;20:28;1;A15;LD;Flight Landed;LH;1065;321;2023-05-19;19:02;1;A32;DP;Flight Departed;LD;Flight Landed
LH1169;FRA;2023-05-19;20:25;2023-05-19;20:35;1;Area A;LD;Flight Landed;LH;1169;321;2023-05-19;16:44;1;024;DP;Flight Departed;LD;Flight Landed
LH1283;FRA;2023-05-19;20:25;2023-05-19;21:27;1;A13;LD;Flight Landed;LH;1283;32M;2023-05-19;19:45;;B15;DP;Flight Departed;LD;Flight Landed
CL951;FRA;2023-05-19;20:30;2023-05-19;20:43;1;Area A;LD;Flight Landed;CL;951;E90;2023-05-19;17:48;;0019;DP;Flight Departed;LD;Flight Landed
LH981;FRA;2023-05-19;20:30;2023-05-19;20:55;1;B46;LD;Flight Landed;LH;981;321;2023-05-19;17:59;1;302;DP;Flight Departed;LD;Flight Landed
LH1099;FRA;2023-05-19;20:30;2023-05-19;20:32;1;Area A;LD;Flight Landed;LH;1099;32A;2023-05-19;18:50;;050;DP;Flight Departed;LD;Flight Landed
LH1413;FRA;2023-05-19;20:30;2023-05-19;20:55;1;A11;LD;Flight Landed;LH;1413;321;2023-05-19;19:08;;;DP;Flight Departed;LD;Flight Landed
LH1523;FRA;2023-05-19;20:30;2023-05-19;20:41;1;Z20;LD;Flight Landed;LH;1523;320;2023-05-19;18:23;N;050;DP;Flight Departed;LD;Flight Landed
2A3527;FRA;2023-05-19;20:34;2023-05-19;21:11;TN;T04;LD;Flight Landed;2A;3527;TRN;2023-05-19;19:57;;T16;DP;Flight Departed;LD;Flight Landed
4Y703;FRA;2023-05-19;20:35;2023-05-19;20:49;1;BSO;LD;Flight Landed;4Y;703;32A;2023-05-19;15:54;;;DP;Flight Departed;LD;Flight Landed
EN8803;FRA;2023-05-19;20:35;2023-05-19;20:36;1;BSO;LD;Flight Landed;EN;8803;E90;2023-05-19;19:29;;A02;DP;Flight Departed;LD;Flight Landed
2A3489;FRA;2023-05-19;20:39;2023-05-19;20:45;TN;;LD;Flight Landed;2A;3489;TRN;2023-05-19;18:40;;T06;DP;Flight Departed;LD;Flight Landed
LH831;FRA;2023-05-19;20:40;2023-05-19;21:02;1;A58;LD;Flight Landed;LH;831;320;2023-05-19;19:12;2;A14;DP;Flight Departed;LD;Flight Landed
LH841;FRA;2023-05-19;20:40;2023-05-19;20:57;1;BSO;LD;Flight Landed;LH;841;320;2023-05-19;19:35;;008;DP;Flight Departed;LD;Flight Landed
LH957;FRA;2023-05-19;20:40;2023-05-19;21:01;1;Area A;LD;Flight Landed;LH;957;319;2023-05-19;18:35;;048;DP;Flight Departed;LD;Flight Landed
CL985;FRA;2023-05-19;20:40;2023-05-19;21:12;1;Area A;LD;Flight Landed;CL;985;CR9;2023-05-19;18:03;;006;DP;Flight Departed;LD;Flight Landed
LH999;FRA;2023-05-19;20:40;2023-05-19;21:03;1;BSO;LD;Flight Landed;LH;999;319;2023-05-19;19:57;;B15;DP;Flight Departed;LD;Flight Landed
LH1341;FRA;2023-05-19;20:40;2023-05-19;20:44;1;A21;LD;Flight Landed;LH;1341;32N;2023-05-19;19:09;2A;A04;DP;Flight Departed;LD;Flight Landed
LH1151;FRA;2023-05-19;20:45;2023-05-19;21:03;1;A40;LD;Flight Landed;LH;1151;32N;2023-05-19;18:09;;D66;DP;Flight Departed;LD;Flight Landed
LH1227;FRA;2023-05-19;20:45;2023-05-19;21:14;1;Area A;LD;Flight Landed;LH;1227;321;2023-05-19;20:13;1;;DP;Flight Departed;LD;Flight Landed
LH331;FRA;2023-05-19;20:50;2023-05-19;21:14;1;Area A;LD;Flight Landed;LH;331;32Q;2023-05-19;19:56;;011;DP;Flight Departed;LD;Flight Landed
2A3629;FRA;2023-05-19;20:50;2023-05-19;20:53;TN;;LD;Flight Landed;2A;3629;TRN;2023-05-19;20:01;;T06;DP;Flight Departed;LD;Flight Landed
2A3665;FRA;2023-05-19;20:50;2023-05-19;20:53;TN;;LD;Flight Landed;2A;3665;TRN;2023-05-19;18:03;;T09;DP;Flight Departed;LD;Flight Landed
4Y203;FRA;2023-05-19;20:55;2023-05-19;21:15;1;Area B;LD;Flight Landed;4Y;203;32A;2023-05-19;16:37;1;B05;DP;Flight Departed;LD;Flight Landed
4Y901;FRA;2023-05-19;20:55;2023-05-19;21:20;1;A14;LD;Flight Landed;4Y;901;32A;2023-05-19;19:20;;;DP;Flight Departed;LD;Flight Landed
LH819;FRA;2023-05-19;20:55;2023-05-19;21:14;1;BSO;LD;Flight Landed;LH;819;320;2023-05-19;19:33;;;DP;Flight Departed;LD;Flight Landed
LH867;FRA;2023-05-19;20:55;2023-05-19;21:08;1;A26;LD;Flight Landed;LH;867;32A;2023-05-19;19:12;;D09;DP;Flight Departed;LD;Flight Landed
LH965;FRA;2023-05-19;20:55;2023-05-19;21:05;1;Z58;LD;Flight Landed;LH;965;321;2023-05-19;18:26;;000;DP;Flight Departed;LD;Flight Landed
LH1145;FRA;2023-05-19;20:55;2023-05-19;20:56;1;B19A;LD;Flight Landed;LH;1145;32A;2023-05-19;18:53;;B14;DP;Flight Departed;LD;Flight Landed
LH1351;FRA;2023-05-19;20:55;2023-05-19;21:06;1;BSO;LD;Flight Landed;LH;1351;32A;2023-05-19;19:31;;025;DP;Flight Departed;LD;Flight Landed
LH121;FRA;2023-05-19;21:00;2023-05-19;21:10;1;A34;LD;Flight Landed;LH;121;32N;2023-05-19;20:16;2;G20;DP;Flight Departed;LD;Flight Landed
LH323;FRA;2023-05-19;21:00;2023-05-19;21:24;1;Area A;LD;Flight Landed;LH;323;32Q;2023-05-19;19:31;;C19;DP;Flight Departed;LD;Flight Landed
LH1133;FRA;2023-05-19;21:00;2023-05-19;21:21;1;A28;LD;Flight Landed;LH;1133;32M;2023-05-19;19:20;1;B28;DP;Flight Departed;LD;Flight Landed
LH1199;FRA;2023-05-19;21:00;2023-05-19;21:18;1;Area A;LD;Flight Landed;LH;1199;319;2023-05-19;20:26;;;DP;Flight Departed;LD;Flight Landed
OS219;FRA;2023-05-19;21:00;2023-05-19;21:23;1;A22;LD;Flight Landed;OS;219;320;2023-05-19;20:05;3;F17;DP;Flight Departed;LD;Flight Landed
2A3429;FRA;2023-05-19;21:06;2023-05-19;21:09;TN;;LD;Flight Landed;2A;3429;TRN;2023-05-19;19:56;;T09;DP;Flight Departed;LD;Flight Landed
LH033;FRA;2023-05-19;21:10;2023-05-19;21:16;1;A52;LD;Flight Landed;LH;33;319;2023-05-19;20:14;2;A17;DP;Flight Departed;LD;Flight Landed
LH805;FRA;2023-05-19;21:10;2023-05-19;21:30;1;A30;LD;Flight Landed;LH;805;320;2023-05-19;19:25;5;;DP;Flight Departed;LD;Flight Landed
LH1019;FRA;2023-05-19;21:10;2023-05-19;21:24;1;A69;LD;Flight Landed;LH;1019;32A;2023-05-19;20:31;;;DP;Flight Departed;LD;Flight Landed
2A3543;FRA;2023-05-19;21:17;2023-05-19;21:18;TN;;LD;Flight Landed;2A;3543;TRN;2023-05-19;20:28;;T04;DP;Flight Departed;LD;Flight Landed
2A3729;FRA;2023-05-19;21:18;2023-05-19;21:30;TN;;LD;Flight Landed;2A;3729;TRN;2023-05-19;18:50;;T02;DP;Flight Departed;LD;Flight Landed
LH239;FRA;2023-05-19;21:20;2023-05-19;21:32;1;A54;LD;Flight Landed;LH;239;32Q;2023-05-19;19:34;1;A63;DP;Flight Departed;LD;Flight Landed
4Y515;FRA;2023-05-19;21:30;2023-05-19;21:44;1;A36;LD;Flight Landed;4Y;515;32A;2023-05-19;19:43;;D96;DP;Flight Departed;LD;Flight Landed
CL937;FRA;2023-05-19;21:40;2023-05-19;22:01;1;Area A;LD;Flight Landed;CL;937;E90;2023-05-19;19:31;;008;DP;Flight Departed;LD;Flight Landed
LH1243;FRA;2023-05-19;21:50;2023-05-19;21:50;1;A50;LD;Flight Landed;LH;1243;320;2023-05-19;20:22;3;F21;DP;Flight Departed;LD;Flight Landed
4Y1601;FRA;2023-05-19;21:55;2023-05-19;22:35;1;B45A;LD;Flight Landed;4Y;1601;32A;2023-05-19;20:08;1;010;DP;Flight Departed;LD;Flight Landed
LH203;FRA;2023-05-19;21:55;2023-05-19;21:47;1;Area A;LD;Flight Landed;LH;203;319;2023-05-19;20:40;1;B17;DP;Flight Departed;LD;Flight Landed
LH123;FRA;2023-05-19;22:00;2023-05-19;21:56;1;A15;LD;Flight Landed;LH;123;78S;2023-05-19;20:58;2;G28;DP;Flight Departed;LD;Flight Landed
LH919;FRA;2023-05-19;22:05;2023-05-19;21:56;1;B27;LD;Flight Landed;LH;919;32N;2023-05-19;19:30;2;B31;DP;Flight Departed;LD;Flight Landed
LH1800;MAD;2023-05-19;11:10;2023-05-19;11:11;2;;LD;Flight Landed;LH;1800;32V;2023-05-19;08:44;2;G48;DP;Flight Departed;LD;Flight Landed
SN3721;MAD;2023-05-19;11:50;2023-05-19;12:20;2;;LD;Flight Landed;SN;3721;320;2023-05-19;09:47;;;DP;Flight Departed;LD;Flight Landed
LH1112;MAD;2023-05-19;12:15;2023-05-19;12:22;2;;LD;Flight Landed;LH;1112;32M;2023-05-19;10:10;1;B11;DP;Flight Departed;LD;Flight Landed
LH1802;MAD;2023-05-19;14:05;2023-05-19;14:21;2;;LD;Flight Landed;LH;1802;32V;2023-05-19;11:32;2;K08;DP;Flight Departed;LD;Flight Landed
SN3727;MAD;2023-05-19;16:45;2023-05-19;16:34;2;;LD;Flight Landed;SN;3727;320;2023-05-19;14:20;;;DP;Flight Departed;LD;Flight Landed
BT2032;MAD;2023-05-19;19:30;2023-05-19;19:33;2;;LD;Flight Landed;BT;2032;223;2023-05-19;17:12;;;DP;Flight Departed;LD;Flight Landed
LH1806;MAD;2023-05-19;22:10;2023-05-19;22:03;2;;LD;Flight Landed;LH;1806;32N;2023-05-19;19:34;2;G44;DP;Flight Departed;LD;Flight Landed
SN3731;MAD;2023-05-19;23:20;2023-05-19;23:00;2;;LD;Flight Landed;SN;3731;320;2023-05-19;20:44;;;DP;Flight Departed;LD;Flight Landed
LH1120;MAD;2023-05-19;23:20;2023-05-19;23:14;2;;LD;Flight Landed;LH;1120;320;2023-05-19;20:54;1;A34;DP;Flight Departed;LD;Flight Landed
4Y2060;BCN;2023-05-19;08:00;2023-05-19;07:52;;;LD;Flight Landed;4Y;2060;32A;2023-05-19;06:02;1;A19;DP;Flight Departed;LD;Flight Landed
EW2528;BCN;2023-05-19;08:20;2023-05-19;08:12;2;;LD;Flight Landed;EW;2528;320;2023-05-19;06:28;1;114;DP;Flight Departed;LD;Flight Landed
EW520;BCN;2023-05-19;08:45;2023-05-19;08:27;2;;LD;Flight Landed;EW;520;320;2023-05-19;06:28;1;B50;DP;Flight Departed;LD;Flight Landed
X85456;BCN;2023-05-19;08:45;2023-05-19;08:36;2;;LD;Flight Landed;X8;5456;320;2023-05-19;06:36;;A50;DP;Flight Departed;LD;Flight Landed
LX1952;BCN;2023-05-19;09:00;2023-05-19;09:01;1;;LD;Flight Landed;LX;1952;32Q;2023-05-19;07:22;;;DP;Flight Departed;LD;Flight Landed
OS391;BCN;2023-05-19;09:15;2023-05-19;09:05;1;;LD;Flight Landed;OS;391;320;2023-05-19;06:58;3;F22;DP;Flight Departed;LD;Flight Landed
LH1124;BCN;2023-05-19;09:30;2023-05-19;09:38;1;;LD;Flight Landed;LH;1124;32M;2023-05-19;07:45;1;A14;DP;Flight Departed;LD;Flight Landed
LH1810;BCN;2023-05-19;11:00;2023-05-19;11:03;1;;LD;Flight Landed;LH;1810;32Q;2023-05-19;09:05;2;G46;DP;Flight Departed;LD;Flight Landed
LH1126;BCN;2023-05-19;11:50;2023-05-19;11:55;1;;LD;Flight Landed;LH;1126;321;2023-05-19;10:01;1;A21;DP;Flight Departed;LD;Flight Landed
LH1812;BCN;2023-05-19;12:50;2023-05-19;13:03;1;;LD;Flight Landed;LH;1812;32M;2023-05-19;11:05;2;K03;DP;Flight Departed;LD;Flight Landed
LH1130;BCN;2023-05-19;13:05;2023-05-19;13:13;1;;LD;Flight Landed;LH;1130;32Q;2023-05-19;11:20;1;A34;DP;Flight Departed;LD;Flight Landed
X89444;BCN;2023-05-19;13:25;2023-05-19;13:35;2;;LD;Flight Landed;X8;9444;320;2023-05-19;11:36;;A63;DP;Flight Departed;LD;Flight Landed
EW7520;BCN;2023-05-19;13:55;2023-05-19;13:43;2;;LD;Flight Landed;EW;7520;32A;2023-05-19;11:25;1;A40;DP;Flight Departed;LD;Flight Landed
LX1954;BCN;2023-05-19;14:05;2023-05-19;14:24;1;;LD;Flight Landed;LX;1954;321;2023-05-19;12:46;;;DP;Flight Departed;LD;Flight Landed
SN3703;BCN;2023-05-19;14:20;2023-05-19;14:18;1;;OT;Flight On Time;SN;3703;320;2023-05-19;12:29;;;DP;Flight Departed;OT;Flight On Time
LH1134;BCN;2023-05-19;16:05;2023-05-19;16:11;1;;LD;Flight Landed;LH;1134;321;2023-05-19;14:18;1;A14;DP;Flight Departed;LD;Flight Landed
LH1816;BCN;2023-05-19;17:45;2023-05-19;17:51;1;;LD;Flight Landed;LH;1816;321;2023-05-19;15:49;2;K14;DP;Flight Departed;LD;Flight Landed
LH1132;BCN;2023-05-19;18:05;2023-05-19;18:10;1;;LD;Flight Landed;LH;1132;32M;2023-05-19;16:18;1;A30;DP;Flight Departed;LD;Flight Landed
E64214;BCN;2023-05-19;18:35;2023-05-19;18:13;2;;LD;Flight Landed;E6;4214;320;2023-05-19;16:03;2;;DP;Flight Departed;LD;Flight Landed
EW9442;BCN;2023-05-19;19:00;2023-05-19;18:47;2;;LD;Flight Landed;EW;9442;31D;2023-05-19;16:48;;A25;DP;Flight Departed;LD;Flight Landed
LX1956;BCN;2023-05-19;19:15;2023-05-19;19:37;1;;LD;Flight Landed;LX;1956;321;2023-05-19;17:53;;;DP;Flight Departed;LD;Flight Landed
LH1136;BCN;2023-05-19;19:30;2023-05-19;19:22;1;;LD;Flight Landed;LH;1136;32M;2023-05-19;17:30;1;A50;DP;Flight Departed;LD;Flight Landed
EW2520;BCN;2023-05-19;19:45;2023-05-19;19:30;2;;LD;Flight Landed;EW;2520;320;2023-05-19;17:52;1;337;DP;Flight Departed;LD;Flight Landed
OS393;BCN;2023-05-19;19:50;2023-05-19;19:53;1;;LD;Flight Landed;OS;393;320;2023-05-19;17:40;3;F09;DP;Flight Departed;LD;Flight Landed
EW526;BCN;2023-05-19;20:00;2023-05-19;20:05;2;;LD;Flight Landed;EW;526;32Z;2023-05-19;18:09;1;B40;DP;Flight Departed;LD;Flight Landed
SN3705;BCN;2023-05-19;20:30;2023-05-19;20:28;1;;LD;Flight Landed;SN;3705;319;2023-05-19;18:37;;;DP;Flight Departed;LD;Flight Landed
LH1818;BCN;2023-05-19;21:30;2023-05-19;22:27;1;;LD;Flight Landed;LH;1818;321;2023-05-19;20:30;2;G30;DP;Flight Departed;LD;Flight Landed
LX1950;BCN;2023-05-19;22:55;2023-05-19;23:34;1;;LD;Flight Landed;LX;1950;320;2023-05-19;21:37;;;DP;Flight Departed;LD;Flight Landed
LH773;MUC;2023-05-19;05:20;2023-05-19;05:29;2;M13;LD;Flight Landed;LH;773;359;2023-05-18;23:02;;C03;DP;Flight Departed;LD;Flight Landed
LH767;MUC;2023-05-19;05:35;2023-05-19;05:41;2;M21;LD;Flight Landed;LH;767;359;2023-05-19;01:07;2;071;DP;Flight Departed;LD;Flight Landed
LH791;MUC;2023-05-19;05:50;2023-05-19;06:18;2;H02;LD;Flight Landed;LH;791;359;2023-05-18;23:43;2;E03;DP;Flight Departed;LD;Flight Landed
LH763;MUC;2023-05-19;05:55;2023-05-19;05:51;2;M11;LD;Flight Landed;LH;763;35S;2023-05-19;01:18;3;012;DP;Flight Departed;LD;Flight Landed
LH587;MUC;2023-05-19;06:05;2023-05-19;06:17;2;M22;LD;Flight Landed;LH;587;32Q;2023-05-19;03:35;3;F03;DP;Flight Departed;LD;Flight Landed
EN8323;MUC;2023-05-19;06:45;2023-05-19;06:29;2;T02N;LD;Flight Landed;EN;8323;E95;2023-05-19;05:51;;B01;DP;Flight Departed;LD;Flight Landed
CL2153;MUC;2023-05-19;06:45;2023-05-19;06:31;2;T02S;LD;Flight Landed;CL;2153;CR9;2023-05-19;05:55;2;161;DP;Flight Departed;LD;Flight Landed
CL1661;MUC;2023-05-19;06:50;2023-05-19;06:45;2;L04;LD;Flight Landed;CL;1661;319;2023-05-19;06:18;;007;DP;Flight Departed;LD;Flight Landed
CL1667;MUC;2023-05-19;07:00;2023-05-19;06:38;2;T02N;LD;Flight Landed;CL;1667;CR9;2023-05-19;06:05;;001;DP;Flight Departed;LD;Flight Landed
CL2183;MUC;2023-05-19;07:00;2023-05-19;06:57;2;T02S;LD;Flight Landed;CL;2183;CR9;2023-05-19;05:59;;006;DP;Flight Departed;LD;Flight Landed
CL1993;MUC;2023-05-19;07:05;2023-05-19;06:51;2;K18;LD;Flight Landed;CL;1993;31K;2023-05-19;05:56;1;C30;DP;Flight Departed;LD;Flight Landed
CL2143;MUC;2023-05-19;07:05;2023-05-19;06:55;2;G81;LD;Flight Landed;CL;2143;CR9;2023-05-19;05:52;;C13;DP;Flight Departed;LD;Flight Landed
LH1655;MUC;2023-05-19;07:10;2023-05-19;06:47;2;H40;LD;Flight Landed;LH;1655;32V;2023-05-19;05:56;;005;DP;Flight Departed;LD;Flight Landed
EN1863;MUC;2023-05-19;07:10;;;2;;NO;No Status;EN;1863;E95;;;1;;NO;No Status;CD;Flight Cancelled
LH411;MUC;2023-05-19;07:15;2023-05-19;07:26;2;L30;LD;Flight Landed;LH;411;346;2023-05-18;17:39;1;005;DP;Flight Departed;LD;Flight Landed
LH1627;MUC;2023-05-19;07:20;2023-05-19;07:17;2;G24;LD;Flight Landed;LH;1627;32V;2023-05-19;05:59;;001;DP;Flight Departed;LD;Flight Landed
CL1635;MUC;2023-05-19;07:20;2023-05-19;07:11;2;T02S;LD;Flight Landed;CL;1635;CR9;2023-05-19;06:10;;003;DP;Flight Departed;LD;Flight Landed
CL1641;MUC;2023-05-19;07:20;2023-05-19;07:20;2;G82;LD;Flight Landed;CL;1641;CR9;2023-05-19;06:05;;001;DP;Flight Departed;LD;Flight Landed
LH1683;MUC;2023-05-19;07:20;2023-05-19;07:14;2;G28;LD;Flight Landed;LH;1683;319;2023-05-19;06:02;2A;A04;DP;Flight Departed;LD;Flight Landed
LH2277;MUC;2023-05-19;07:20;2023-05-19;07:18;2;K27;LD;Flight Landed;LH;2277;32V;2023-05-19;06:00;1;A33;DP;Flight Departed;LD;Flight Landed
LH2559;MUC;2023-05-19;07:20;2023-05-19;07:52;2;M25;LD;Flight Landed;LH;2559;32Q;2023-05-19;06:00;;103;DP;Flight Departed;LD;Flight Landed
EN8245;MUC;2023-05-19;07:25;;;2;;NO;No Status;EN;8245;E95;;;;;NO;No Status;CD;Flight Cancelled
EN8199;MUC;2023-05-19;07:30;;;2;;NO;No Status;EN;8199;E95;;;;;NO;No Status;CD;Flight Cancelled
EN8207;MUC;2023-05-19;07:30;;;2;;NO;No Status;EN;8207;E95;;;;;NO;No Status;CD;Flight Cancelled
WX1617;MUC;2023-05-19;07:30;2023-05-19;07:30;2;T02S;LD;Flight Landed;WX;1617;CRK;2023-05-19;06:00;;036;DP;Flight Departed;LD;Flight Landed
LH1961;MUC;2023-05-19;07:30;2023-05-19;07:29;2;G48;LD;Flight Landed;LH;1961;32V;2023-05-19;06:18;1;A10;DP;Flight Departed;LD;Flight Landed
LH2075;MUC;2023-05-19;07:30;2023-05-19;07:36;2;K12;LD;Flight Landed;LH;2075;32A;2023-05-19;06:14;2;A17;DP;Flight Departed;LD;Flight Landed
LH2107;MUC;2023-05-19;07:30;2023-05-19;07:36;2;G46;LD;Flight Landed;LH;2107;32Q;2023-05-19;06:18;;A06;DP;Flight Departed;LD;Flight Landed
YY3801;MUC;2023-05-19;07:30;;;2;;NO;No Status;YY;3801;BUS;;;;BUS;NO;No Status;;No Status
OS111;MUC;2023-05-19;07:30;2023-05-19;07:30;2;K24;LD;Flight Landed;OS;111;E95;2023-05-19;06:31;3;F16;DP;Flight Departed;LD;Flight Landed
LH1757;MUC;2023-05-19;07:35;2023-05-19;07:22;2;K07;LD;Flight Landed;LH;1757;321;2023-05-19;05:52;;B12;DP;Flight Departed;LD;Flight Landed
EN2267;MUC;2023-05-19;07:35;2023-05-19;07:28;2;T02S;LD;Flight Landed;EN;2267;E95;2023-05-19;05:55;1A;027;DP;Flight Departed;LD;Flight Landed
EN8259;MUC;2023-05-19;07:35;;;2;;NO;No Status;EN;8259;E95;;;;;NO;No Status;CD;Flight Cancelled
EN8191;MUC;2023-05-19;07:40;;;2;;NO;No Status;EN;8191;E95;;;;004;NO;No Status;CD;Flight Cancelled
CL2031;MUC;2023-05-19;07:40;2023-05-19;07:40;2;K15;LD;Flight Landed;CL;2031;31K;2023-05-19;06:32;;A33;DP;Flight Departed;LD;Flight Landed
LH2447;MUC;2023-05-19;07:45;2023-05-19;07:42;2;G04;LD;Flight Landed;LH;2447;319;2023-05-19;06:02;2;A09;DP;Flight Departed;LD;Flight Landed
LH2467;MUC;2023-05-19;07:45;2023-05-19;07:37;2;G10;LD;Flight Landed;LH;2467;32N;2023-05-19;06:00;;029;DP;Flight Departed;LD;Flight Landed
CL1647;MUC;2023-05-19;07:50;;;2;T02S;NO;No Status;CL;1647;CR9;;;;013;NO;No Status;CD;Flight Cancelled
LH1881;MUC;2023-05-19;07:50;2023-05-19;07:44;2;G08;LD;Flight Landed;LH;1881;32M;2023-05-19;06:10;;A09;DP;Flight Departed;LD;Flight Landed
LH2433;MUC;2023-05-19;07:50;2023-05-19;07:45;2;K20;LD;Flight Landed;LH;2433;32V;2023-05-19;05:58;;;DP;Flight Departed;LD;Flight Landed
