FlightId;ArrAirportCode;ArrScheduledDate;ArrScheduledTime;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;AirlineID;FlightNumber;AircraftCode;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DpStatusDescription;StatusCode;StatusDescription
EW9468;LHR;2023-05-19;07:25;2023-05-19;07:19;2;;LD;Flight Landed;EW;9468;31D;2023-05-19;06:57;;C46;DP;Flight Departed;LD;Flight Landed
LH924;LHR;2023-05-19;07:40;2023-05-19;07:40;2;;LD;Flight Landed;LH;924;32N;2023-05-19;06:59;1;B28;DP;Flight Departed;LD;Flight Landed
LX316;LHR;2023-05-19;07:55;2023-05-19;07:58;2;;LD;Flight Landed;LX;316;32N;2023-05-19;07:10;;;DP;Flight Departed;LD;Flight Landed
EW7464;LHR;2023-05-19;08:05;2023-05-19;08:07;2;;LD;Flight Landed;EW;7464;31D;2023-05-19;07:21;1;B47;DP;Flight Departed;LD;Flight Landed
EW460;LHR;2023-05-19;08:10;2023-05-19;08:18;2;;LD;Flight Landed;EW;460;320;2023-05-19;07:47;1;D82;DP;Flight Departed;LD;Flight Landed
LH2470;LHR;2023-05-19;08:15;2023-05-19;08:15;2;;LD;Flight Landed;LH;2470;32N;2023-05-19;07:10;2;H26;DP;Flight Departed;LD;Flight Landed
LX352;LHR;2023-05-19;08:15;2023-05-19;08:09;2;;LD;Flight Landed;LX;352;223;2023-05-19;07:28;1;;DP;Flight Departed;LD;Flight Landed
OS451;LHR;2023-05-19;08:20;2023-05-19;08:19;2;;LD;Flight Landed;OS;451;32N;2023-05-19;06:52;3;G32;DP;Flight Departed;LD;Flight Landed
EW2462;LHR;2023-05-19;08:25;2023-05-19;08:17;2;;LD;Flight Landed;EW;2462;31D;2023-05-19;07:31;1;125;DP;Flight Departed;LD;Flight Landed
LH900;LHR;2023-05-19;08:40;2023-05-19;08:43;2;;LD;Flight Landed;LH;900;32N;2023-05-19;08:04;1;B24;DP;Flight Departed;LD;Flight Landed
LH902;LHR;2023-05-19;09:40;2023-05-19;09:31;2;;LD;Flight Landed;LH;902;32N;2023-05-19;09:01;1;B47;DP;Flight Departed;LD;Flight Landed
LH2472;LHR;2023-05-19;09:55;2023-05-19;09:43;2;;LD;Flight Landed;LH;2472;32N;2023-05-19;08:53;2;L09;DP;Flight Departed;LD;Flight Landed
SN2093;LHR;2023-05-19;10:15;2023-05-19;10:14;2;;OT;Flight On Time;SN;2093;320;2023-05-19;10:05;;;DP;Flight Departed;OT;Flight On Time
LH904;LHR;2023-05-19;10:40;2023-05-19;10:45;2;;LD;Flight Landed;LH;904;32N;2023-05-19;10:04;1;B25;DP;Flight Departed;LD;Flight Landed
BT318;LHR;2023-05-19;11:25;2023-05-19;11:14;2;;LD;Flight Landed;BT;318;223;2023-05-19;10:30;;;DP;Flight Departed;LD;Flight Landed
EW9466;LHR;2023-05-19;11:30;2023-05-19;11:23;2;;LD;Flight Landed;EW;9466;31D;2023-05-19;11:10;;A72;DP;Flight Departed;LD;Flight Landed
LX332;LHR;2023-05-19;13:00;2023-05-19;14:08;2;;LD;Flight Landed;LX;332;32N;2023-05-19;13:29;;;DP;Flight Departed;LD;Flight Landed
LX354;LHR;2023-05-19;13:40;2023-05-19;13:31;2;;LD;Flight Landed;LX;354;221;2023-05-19;13:02;1;;DP;Flight Departed;LD;Flight Landed
EW2460;LHR;2023-05-19;13:50;2023-05-19;13:38;2;;LD;Flight Landed;EW;2460;320;2023-05-19;13:07;1;123;DP;Flight Departed;LD;Flight Landed
EW464;LHR;2023-05-19;14:05;2023-05-19;13:58;2;;LD;Flight Landed;EW;464;31D;2023-05-19;13:42;1;D82;DP;Flight Departed;LD;Flight Landed
EW7462;LHR;2023-05-19;14:10;2023-05-19;14:35;2;;LD;Flight Landed;EW;7462;31D;2023-05-19;14:10;1;B47;DP;Flight Departed;LD;Flight Landed
OS461;LHR;2023-05-19;14:20;2023-05-19;14:14;2;;LD;Flight Landed;OS;461;320;2023-05-19;12:55;3;G11;DP;Flight Departed;LD;Flight Landed
LH908;LHR;2023-05-19;14:40;2023-05-19;14:42;2;;LD;Flight Landed;LH;908;32N;2023-05-19;14:13;1;B47;DP;Flight Departed;LD;Flight Landed
LH2476;LHR;2023-05-19;15:45;2023-05-19;15:27;2;;LD;Flight Landed;LH;2476;32N;2023-05-19;14:43;2;H30;DP;Flight Departed;LD;Flight Landed
LH910;LHR;2023-05-19;15:40;2023-05-19;15:37;2;;LD;Flight Landed;LH;910;32N;2023-05-19;15:05;1;B20;DP;Flight Departed;LD;Flight Landed
LX324;LHR;2023-05-19;16:20;2023-05-19;16:14;2;;LD;Flight Landed;LX;324;32N;2023-05-19;15:42;;;DP;Flight Departed;LD;Flight Landed
EW9464;LHR;2023-05-19;16:25;2023-05-19;16:25;2;;LD;Flight Landed;EW;9464;31B;2023-05-19;16:03;;A82;DP;Flight Departed;LD;Flight Landed
LX348;LHR;2023-05-19;16:35;2023-05-19;16:21;2;;LD;Flight Landed;LX;348;223;2023-05-19;15:51;1;;DP;Flight Departed;LD;Flight Landed
LH914;LHR;2023-05-19;16:40;2023-05-19;16:30;2;;LD;Flight Landed;LH;914;32N;2023-05-19;15:58;1;B33;DP;Flight Departed;LD;Flight Landed
LH2478;LHR;2023-05-19;17:05;2023-05-19;16:56;2;;LD;Flight Landed;LH;2478;32N;2023-05-19;16:11;2;H44;DP;Flight Departed;LD;Flight Landed
SN2095;LHR;2023-05-19;17:05;2023-05-19;16:54;2;;LD;Flight Landed;SN;2095;320;2023-05-19;16:57;;;DP;Flight Departed;LD;Flight Landed
LX326;LHR;2023-05-19;17:55;2023-05-19;18:17;2;;LD;Flight Landed;LX;326;32N;2023-05-19;17:24;;;DP;Flight Departed;LD;Flight Landed
EW2464;LHR;2023-05-19;18:05;2023-05-19;18:01;2;;LD;Flight Landed;EW;2464;31D;2023-05-19;17:18;1;123;DP;Flight Departed;LD;Flight Landed
LX356;LHR;2023-05-19;18:30;2023-05-19;18:18;2;;LD;Flight Landed;LX;356;223;2023-05-19;17:51;1;;DP;Flight Departed;LD;Flight Landed
LH918;LHR;2023-05-19;18:40;2023-05-19;18:21;2;;LD;Flight Landed;LH;918;32N;2023-05-19;17:57;1;B25;DP;Flight Departed;LD;Flight Landed
OS455;LHR;2023-05-19;18:40;2023-05-19;18:20;2;;LD;Flight Landed;OS;455;32N;2023-05-19;17:13;3;G36;DP;Flight Departed;LD;Flight Landed
EW7460;LHR;2023-05-19;18:45;2023-05-19;19:10;2;;LD;Flight Landed;EW;7460;31D;2023-05-19;18:39;1;B46;DP;Flight Departed;LD;Flight Landed
EW9462;LHR;2023-05-19;18:50;2023-05-19;18:34;2;;LD;Flight Landed;EW;9462;31D;2023-05-19;18:24;;A80;DP;Flight Departed;LD;Flight Landed
EW468;LHR;2023-05-19;19:05;2023-05-19;18:52;2;;LD;Flight Landed;EW;468;31D;2023-05-19;18:39;1;D82;DP;Flight Departed;LD;Flight Landed
2L338;LHR;2023-05-19;19:25;2023-05-19;19:37;2;;LD;Flight Landed;2L;338;295;2023-05-19;18:45;;;DP;Flight Departed;LD;Flight Landed
LH2480;LHR;2023-05-19;19:40;2023-05-19;19:38;2;;LD;Flight Landed;LH;2480;32N;2023-05-19;18:36;2;H28;DP;Flight Departed;LD;Flight Landed
LH920;LHR;2023-05-19;20:40;2023-05-19;20:16;2;A24;FE;Flight Early;LH;920;32N;2023-05-19;19:58;1;B44;DP;Flight Departed;FE;Flight Early
LH2482;LHR;2023-05-19;20:45;2023-05-19;20:21;2;A23;FE;Flight Early;LH;2482;32N;2023-05-19;19:47;2;H04;DP;Flight Departed;FE;Flight Early
LX358;LHR;2023-05-19;21:30;2023-05-19;21:05;2;A26;FE;Flight Early;LX;358;223;2023-05-19;20:39;1;;DP;Flight Departed;FE;Flight Early
OS457;LHR;2023-05-19;21:40;2023-05-19;21:29;2;B47;LD;Flight Landed;OS;457;32N;2023-05-19;20:20;3;G32;DP;Flight Departed;LD;Flight Landed
SN2103;LHR;2023-05-19;21:35;2023-05-19;21:34;2;;LD;Flight Landed;SN;2103;320;2023-05-19;21:26;;;DP;Flight Departed;LD;Flight Landed
LX340;LHR;2023-05-19;21:45;2023-05-19;21:33;2;A17;OT;Flight On Time;LX;340;32N;2023-05-19;21:05;;;DP;Flight Departed;OT;Flight On Time
LH2484;LHR;2023-05-19;22:40;2023-05-19;22:45;2;A18;LD;Flight Landed;LH;2484;32N;2023-05-19;21:57;2;H38;DP;Flight Departed;LD;Flight Landed
SN3631;CDG;2023-05-19;07:30;2023-05-19;07:35;1;068;LD;Flight Landed;SN;3631;320;2023-05-19;06:28;;;DP;Flight Departed;LD;Flight Landed
EW7402;CDG;2023-05-19;08:15;2023-05-19;08:22;1;;LD;Flight Landed;EW;7402;32A;2023-05-19;06:43;1;A39;DP;Flight Departed;LD;Flight Landed
LH1026;CDG;2023-05-19;08:20;2023-05-19;08:45;1;068;LD;Flight Landed;LH;1026;320;2023-05-19;07:23;1;A50;DP;Flight Departed;LD;Flight Landed
BT632;CDG;2023-05-19;09:00;2023-05-19;08:52;1;064;LD;Flight Landed;BT;632;223;2023-05-19;07:39;;;DP;Flight Departed;LD;Flight Landed
SN3633;CDG;2023-05-19;09:00;2023-05-19;08:59;1;068;LD;Flight Landed;SN;3633;320;2023-05-19;08:02;;;DP;Flight Departed;LD;Flight Landed
OS411;CDG;2023-05-19;09:10;2023-05-19;08:56;1;;LD;Flight Landed;OS;411;320;2023-05-19;07:03;3;F12;DP;Flight Departed;LD;Flight Landed
LH1028;CDG;2023-05-19;09:45;2023-05-19;09:40;1;061;LD;Flight Landed;LH;1028;320;2023-05-19;08:31;1;A28;DP;Flight Departed;LD;Flight Landed
LH1030;CDG;2023-05-19;10:45;2023-05-19;10:54;1;067;LD;Flight Landed;LH;1030;32M;2023-05-19;09:41;1;A11;DP;Flight Departed;LD;Flight Landed
LH2228;CDG;2023-05-19;11:25;2023-05-19;11:12;1;064;LD;Flight Landed;LH;2228;32A;2023-05-19;09:42;2;G44;DP;Flight Departed;LD;Flight Landed
LH1034;CDG;2023-05-19;13:35;2023-05-19;13:43;1;068;LD;Flight Landed;LH;1034;320;2023-05-19;12:31;1;A40;DP;Flight Departed;LD;Flight Landed
LH2230;CDG;2023-05-19;13:50;2023-05-19;13:46;1;064;LD;Flight Landed;LH;2230;319;2023-05-19;12:14;2;K05;DP;Flight Departed;LD;Flight Landed
BT638;CDG;2023-05-19;14:15;2023-05-19;14:40;1;065;LD;Flight Landed;BT;638;223;2023-05-19;13:20;;;DP;Flight Departed;LD;Flight Landed
OS415;CDG;2023-05-19;15:05;2023-05-19;14:51;1;;LD;Flight Landed;OS;415;320;2023-05-19;13:04;3;F23;DP;Flight Departed;LD;Flight Landed
OS409;CDG;2023-05-19;17:05;2023-05-19;16:46;1;;LD;Flight Landed;OS;409;320;2023-05-19;14:57;3;F22;DP;Flight Departed;LD;Flight Landed
LH2232;CDG;2023-05-19;17:10;2023-05-19;17:03;1;064;LD;Flight Landed;LH;2232;32V;2023-05-19;15:35;2;G48;DP;Flight Departed;LD;Flight Landed
LH1040;CDG;2023-05-19;17:30;2023-05-19;17:31;1;065;LD;Flight Landed;LH;1040;32N;2023-05-19;16:20;1;A34;DP;Flight Departed;LD;Flight Landed
LX644;CDG;2023-05-19;19:15;2023-05-19;19:53;1;065;LD;Flight Landed;LX;644;221;2023-05-19;18:33;;;DP;Flight Departed;LD;Flight Landed
OS417;CDG;2023-05-19;19:25;2023-05-19;19:22;1;;LD;Flight Landed;OS;417;320;2023-05-19;17:33;3;F32;DP;Flight Departed;LD;Flight Landed
EW7406;CDG;2023-05-19;19:45;2023-05-19;19:35;1;;LD;Flight Landed;EW;7406;32A;2023-05-19;18:07;1;A38;DP;Flight Departed;LD;Flight Landed
BT646;CDG;2023-05-19;22:30;2023-05-19;22:44;1;064;LD;Flight Landed;BT;646;223;2023-05-19;21:28;;;DP;Flight Departed;LD;Flight Landed
OS419;CDG;2023-05-19;22:30;2023-05-19;22:17;1;;LD;Flight Landed;OS;419;320;2023-05-19;20:27;3;F16;DP;Flight Departed;LD;Flight Landed
LH1052;CDG;2023-05-19;22:55;2023-05-19;22:53;1;067;LD;Flight Landed;LH;1052;321;2023-05-19;21:43;1;A15;DP;Flight Departed;LD;Flight Landed
LH2238;CDG;2023-05-19;23:25;2023-05-19;23:09;1;065;LD;Flight Landed;LH;2238;32V;2023-05-19;21:42;2;K23;DP;Flight Departed;LD;Flight Landed
CL2300;AMS;2023-05-19;08:10;2023-05-19;08:16;;;LD;Flight Landed;CL;2300;CR9;2023-05-19;06:56;2;G17;DP;Flight Departed;LD;Flight Landed
BT724;AMS;2023-05-19;09:00;2023-05-19;08:50;;;LD;Flight Landed;BT;724;223;2023-05-19;07:23;;;DP;Flight Departed;LD;Flight Landed
OS371;AMS;2023-05-19;09:05;2023-05-19;08:51;;;LD;Flight Landed;OS;371;320;2023-05-19;07:13;3;F30;DP;Flight Departed;LD;Flight Landed
LH986;AMS;2023-05-19;09:20;2023-05-19;09:55;;;LD;Flight Landed;LH;986;32M;2023-05-19;08:46;1;A18;DP;Flight Departed;LD;Flight Landed
CL2302;AMS;2023-05-19;10:30;2023-05-19;10:27;;;LD;Flight Landed;CL;2302;CR9;2023-05-19;09:07;2;G82;DP;Flight Departed;LD;Flight Landed
LH988;AMS;2023-05-19;10:35;2023-05-19;10:34;;;LD;Flight Landed;LH;988;319;2023-05-19;09:32;1;A25;DP;Flight Departed;LD;Flight Landed
LX728;AMS;2023-05-19;14:10;2023-05-19;14:01;;;LD;Flight Landed;LX;728;223;2023-05-19;12:42;;;DP;Flight Departed;LD;Flight Landed
EN2306;AMS;2023-05-19;16:35;2023-05-19;16:35;;;LD;Flight Landed;EN;2306;E95;2023-05-19;15:15;2;G39;DP;Flight Departed;LD;Flight Landed
OS373;AMS;2023-05-19;16:55;2023-05-19;16:38;;;LD;Flight Landed;OS;373;32N;2023-05-19;14:58;3;F36;DP;Flight Departed;LD;Flight Landed
CL996;AMS;2023-05-19;17:35;2023-05-19;17:42;;;LD;Flight Landed;CL;996;E90;2023-05-19;16:33;1;A03;DP;Flight Departed;LD;Flight Landed
LH998;AMS;2023-05-19;18:30;2023-05-19;18:24;;;LD;Flight Landed;LH;998;319;2023-05-19;17:26;1;A62;DP;Flight Departed;LD;Flight Landed
BT734;AMS;2023-05-19;19:15;2023-05-19;19:41;;;LD;Flight Landed;BT;734;223;2023-05-19;18:07;;;DP;Flight Departed;LD;Flight Landed
OS375;AMS;2023-05-19;19:15;2023-05-19;19:02;;;LD;Flight Landed;OS;375;320;2023-05-19;17:23;3;F37;DP;Flight Departed;LD;Flight Landed
EW7184;AMS;2023-05-19;19:35;2023-05-19;21:20;;;LD;Flight Landed;EW;7184;32A;2023-05-19;20:23;1;A37;DP;Flight Departed;LD;Flight Landed
CL2308;AMS;2023-05-19;20:35;2023-05-19;20:31;;;LD;Flight Landed;CL;2308;CR9;2023-05-19;19:13;2;G11;DP;Flight Departed;LD;Flight Landed
CL2310;AMS;2023-05-19;21:40;2023-05-19;21:27;;;LD;Flight Landed;CL;2310;CR9;2023-05-19;20:08;2;G33;DP;Flight Departed;LD;Flight Landed
OS377;AMS;2023-05-19;22:15;2023-05-19;22:05;;;LD;Flight Landed;OS;377;320;2023-05-19;20:22;3;F26;DP;Flight Departed;LD;Flight Landed
LX736;AMS;2023-05-19;22:30;2023-05-19;22:38;;;LD;Flight Landed;LX;736;223;2023-05-19;21:13;;;DP;Flight Departed;LD;Flight Landed
LH1327;FRA;2023-05-19;05:25;2023-05-19;05:14;1;Area A;LD;Flight Landed;LH;1327;32N;2023-05-19;01:56;M;059;DP;Flight Departed;LD;Flight Landed
2A3599;FRA;2023-05-19;05:26;2023-05-19;05:24;TN;;LD;Flight Landed;2A;3599;TRN;2023-05-19;04:26;;T05;DP;Flight Departed;LD;Flight Landed
LH417;FRA;2023-05-19;05:30;2023-05-19;05:19;1;Z22;LD;Flight Landed;LH;417;333;2023-05-18;15:31;;B45;DP;Flight Departed;LD;Flight Landed
LH577;FRA;2023-05-19;05:30;2023-05-19;05:32;1;Z62A;LD;Flight Landed;LH;577;343;2023-05-18;18:06;;A03;DP;Flight Departed;LD;Flight Landed
LH443;FRA;2023-05-19;05:35;2023-05-19;05:26;1;Z58;LD;Flight Landed;LH;443;78S;2023-05-18;15:46;N;D05;DP;Flight Departed;LD;Flight Landed
LH1319;FRA;2023-05-19;05:35;2023-05-19;05:19;1;B20A;LD;Flight Landed;LH;1319;319;2023-05-19;01:52;I;001;DP;Flight Departed;LD;Flight Landed
LH401;FRA;2023-05-19;05:40;2023-05-19;05:14;1;Z52;LD;Flight Landed;LH;401;346;2023-05-18;15:53;1;007;DP;Flight Departed;LD;Flight Landed
LH631;FRA;2023-05-19;05:45;2023-05-19;05:28;1;Z50A;LD;Flight Landed;LH;631;333;2023-05-19;00:50;1;D21;DP;Flight Departed;LD;Flight Landed
4Y143;FRA;2023-05-19;05:35;2023-05-19;05:35;1;C13A;LD;Flight Landed;4Y;143;332;2023-05-18;19:02;;;DP;Flight Departed;LD;Flight Landed
LH573;FRA;2023-05-19;05:35;2023-05-19;05:40;1;Z66A;LD;Flight Landed;LH;573;74H;2023-05-18;19:08;A;007;DP;Flight Departed;LD;Flight Landed
LH591;FRA;2023-05-19;05:40;2023-05-19;07:07;1;B22A;LD;Flight Landed;LH;591;333;2023-05-18;23:14;1C;;DP;Flight Departed;LD;Flight Landed
LH1331;FRA;2023-05-19;05:40;2023-05-19;05:49;1;C02A;LD;Flight Landed;LH;1331;32N;2023-05-19;01:29;2;A05;DP;Flight Departed;LD;Flight Landed
LH1295;FRA;2023-05-19;06:20;2023-05-19;06:48;1;B24;LD;Flight Landed;LH;1295;32N;2023-05-19;03:52;;044;DP;Flight Departed;LD;Flight Landed
4Y133;FRA;2023-05-19;06:30;2023-05-19;06:04;1;C11A;LD;Flight Landed;4Y;133;333;2023-05-18;19:40;;;DP;Flight Departed;LD;Flight Landed
2A3497;FRA;2023-05-19;06:34;2023-05-19;06:33;TN;;LD;Flight Landed;2A;3497;TRN;2023-05-19;04:57;;T16;DP;Flight Departed;LD;Flight Landed
LH779;FRA;2023-05-19;06:35;2023-05-19;06:50;1;Z25;LD;Flight Landed;LH;779;74H;2023-05-19;00:03;2;F31;DP;Flight Departed;LD;Flight Landed
2A3551;FRA;2023-05-19;06:35;2023-05-19;06:37;TN;;LD;Flight Landed;2A;3551;TRN;2023-05-19;04:54;;T10;DP;Flight Departed;LD;Flight Landed
LH143;FRA;2023-05-19;06:45;2023-05-19;06:38;1;A15;LD;Flight Landed;LH;143;319;2023-05-19;05:59;;A13;DP;Flight Departed;LD;Flight Landed
2A3601;FRA;2023-05-19;06:50;2023-05-19;06:47;TN;T04;LD;Flight Landed;2A;3601;TRN;2023-05-19;05:50;;T06;DP;Flight Departed;LD;Flight Landed
LH049;FRA;2023-05-19;06:55;2023-05-19;06:53;1;A36;LD;Flight Landed;LH;49;32A;2023-05-19;05:57;;A05;DP;Flight Departed;LD;Flight Landed
LH073;FRA;2023-05-19;06:55;2023-05-19;07:57;1;Area A;LD;Flight Landed;LH;73;320;2023-05-19;07:09;;A31;DP;Flight Departed;LD;Flight Landed
LH797;FRA;2023-05-19;07:00;2023-05-19;07:13;1;Z69A;LD;Flight Landed;LH;797;346;2023-05-18;23:33;1;007;DP;Flight Departed;LD;Flight Landed
LH127;FRA;2023-05-19;07:10;2023-05-19;07:00;1;Area A;LD;Flight Landed;LH;127;319;2023-05-19;06:16;2;173;DP;Flight Departed;LD;Flight Landed
LH1561;FRA;2023-05-19;07:10;2023-05-19;06:59;1;Area A;LD;Flight Landed;LH;1561;319;2023-05-19;04:32;;002;DP;Flight Departed;LD;Flight Landed
4Y445;FRA;2023-05-19;07:05;2023-05-19;07:21;1;Area A;LD;Flight Landed;4Y;445;333;2023-05-18;16:41;I;F03;DP;Flight Departed;LD;Flight Landed
LH479;FRA;2023-05-19;07:05;2023-05-19;07:09;1;Z19;LD;Flight Landed;LH;479;78S;2023-05-18;18:12;;A61;DP;Flight Departed;LD;Flight Landed
2A3401;FRA;2023-05-19;07:06;2023-05-19;07:12;TN;T04;LD;Flight Landed;2A;3401;TRN;2023-05-19;05:51;;T10;DP;Flight Departed;LD;Flight Landed
2A3597;FRA;2023-05-19;07:08;2023-05-19;07:06;TN;;LD;Flight Landed;2A;3597;TRN;2023-05-19;06:00;;T04;DP;Flight Departed;LD;Flight Landed
LH001;FRA;2023-05-19;07:10;2023-05-19;07:36;1;A18;LD;Flight Landed;LH;1;32M;2023-05-19;06:09;2;A18;DP;Flight Departed;LD;Flight Landed
LH207;FRA;2023-05-19;07:10;2023-05-19;07:23;1;Area A;LD;Flight Landed;LH;207;319;2023-05-19;06:12;;006;DP;Flight Departed;LD;Flight Landed
LH693;FRA;2023-05-19;07:10;2023-05-19;07:19;1;B27A;LD;Flight Landed;LH;693;32Q;2023-05-19;03:43;;014;DP;Flight Departed;LD;Flight Landed
LH423;FRA;2023-05-19;07:15;2023-05-19;07:03;1;Area A;LD;Flight Landed;LH;423;333;2023-05-18;17:47;E;E10;DP;Flight Departed;LD;Flight Landed
YY3753;FRA;2023-05-19;07:15;;;1;T06;NO;No Status;YY;3753;BUS;;;;BUS;NO;No Status;;No Status
2A3499;FRA;2023-05-19;07:17;2023-05-19;07:21;TN;;LD;Flight Landed;2A;3499;TRN;2023-05-19;06:06;;T19;DP;Flight Departed;LD;Flight Landed
LH351;FRA;2023-05-19;07:20;2023-05-19;07:20;1;A40;LD;Flight Landed;LH;351;320;2023-05-19;06:22;;A01;DP;Flight Departed;LD;Flight Landed
LH431;FRA;2023-05-19;07:20;2023-05-19;07:10;1;Z58;LD;Flight Landed;LH;431;74H;2023-05-18;16:17;1;B16;DP;Flight Departed;LD;Flight Landed
LH637;FRA;2023-05-19;07:20;2023-05-19;07:46;1;B25A;LD;Flight Landed;LH;637;333;2023-05-19;02:42;2;025;DP;Flight Departed;LD;Flight Landed
LH733;FRA;2023-05-19;07:20;2023-05-19;07:30;1;B28A;LD;Flight Landed;LH;733;744;2023-05-18;23:53;2;D69;DP;Flight Departed;LD;Flight Landed
LH1053;FRA;2023-05-19;07:20;2023-05-19;07:29;1;A13;LD;Flight Landed;LH;1053;320;2023-05-19;06:20;1;061;DP;Flight Departed;LD;Flight Landed
LH1309;FRA;2023-05-19;07:20;2023-05-19;18:08;1;Area A;LD;Flight Landed;LH;1309;32Q;2023-05-19;15:05;;018;DP;Flight Departed;LD;Flight Landed
2A3461;FRA;2023-05-19;07:20;2023-05-19;07:21;TN;T04;LD;Flight Landed;2A;3461;TRN;2023-05-19;05:54;;T09;DP;Flight Departed;LD;Flight Landed
4Y051;FRA;2023-05-19;07:30;2023-05-19;07:50;1;C15A;LD;Flight Landed;4Y;51;333;2023-05-18;18:29;A;A17;DP;Flight Departed;LD;Flight Landed
EN8047;FRA;2023-05-19;07:30;2023-05-19;07:33;1;BSO;LD;Flight Landed;EN;8047;E95;2023-05-19;06:15;;;DP;Flight Departed;LD;Flight Landed
LH403;FRA;2023-05-19;07:30;2023-05-19;07:41;1;Z62;LD;Flight Landed;LH;403;74H;2023-05-18;18:32;B;B62;DP;Flight Departed;LD;Flight Landed
OS199;FRA;2023-05-19;07:30;2023-05-19;07:31;1;A30;LD;Flight Landed;OS;199;320;2023-05-19;06:01;3;F08;DP;Flight Departed;LD;Flight Landed
LH613;FRA;2023-05-19;07:40;2023-05-19;07:23;1;C05A;LD;Flight Landed;LH;613;32M;2023-05-19;04:18;1;002;DP;Flight Departed;LD;Flight Landed
2A3501;FRA;2023-05-19;07:33;2023-05-19;07:33;TN;T04;LD;Flight Landed;2A;3501;TRN;2023-05-19;06:22;;T16;DP;Flight Departed;LD;Flight Landed
LH893;FRA;2023-05-19;07:35;2023-05-19;07:35;1;BSO;LD;Flight Landed;LH;893;32N;2023-05-19;06:15;;B07;DP;Flight Departed;LD;Flight Landed
LH1109;FRA;2023-05-19;07:40;2023-05-19;07:36;1;Area A;LD;Flight Landed;LH;1109;319;2023-05-19;06:31;;001;DP;Flight Departed;LD;Flight Landed
LH1371;FRA;2023-05-19;07:40;2023-05-19;07:36;1;A28;LD;Flight Landed;LH;1371;320;2023-05-19;06:00;;011;DP;Flight Departed;LD;Flight Landed
EN8057;FRA;2023-05-19;07:45;2023-05-19;07:44;1;BSO;LD;Flight Landed;EN;8057;E95;2023-05-19;06:37;;;DP;Flight Departed;LD;Flight Landed
LH843;FRA;2023-05-19;07:45;2023-05-19;07:50;1;Area A;LD;Flight Landed;LH;843;319;2023-05-19;06:20;;010;DP;Flight Departed;LD;Flight Landed
CL1211;FRA;2023-05-19;07:45;2023-05-19;07:51;1;Area A;LD;Flight Landed;CL;1211;CR9;2023-05-19;06:50;;060;DP;Flight Departed;LD;Flight Landed
LH1429;FRA;2023-05-19;07:45;2023-05-19;07:41;1;Z16;LD;Flight Landed;LH;1429;32A;2023-05-19;06:20;2;C01;DP;Flight Departed;LD;Flight Landed
LH463;FRA;2023-05-19;07:50;2023-05-19;09:25;1;Z62;LD;Flight Landed;LH;463;74H;2023-05-18;17:43;;J17;DP;Flight Departed;LD;Flight Landed
LH471;FRA;2023-05-19;07:50;2023-05-19;09:41;1;B20;LD;Flight Landed;LH;471;744;2023-05-18;20:10;1;E72;DP;Flight Departed;LD;Flight Landed
LH761;FRA;2023-05-19;07:50;2023-05-19;07:58;1;B48A;LD;Flight Landed;LH;761;744;2023-05-19;03:16;3;020;DP;Flight Departed;LD;Flight Landed
2A3603;FRA;2023-05-19;07:50;2023-05-19;07:49;TN;T04;LD;Flight Landed;2A;3603;TRN;2023-05-19;06:56;;T06;DP;Flight Departed;LD;Flight Landed
2A3553;FRA;2023-05-19;07:51;2023-05-19;08:39;TN;;LD;Flight Landed;2A;3553;TRN;2023-05-19;06:37;;T05;DP;Flight Departed;LD;Flight Landed
2A3731;FRA;2023-05-19;07:51;2023-05-19;07:51;TN;T04;LD;Flight Landed;2A;3731;TRN;2023-05-19;05:14;;T01;DP;Flight Departed;LD;Flight Landed
EN8763;FRA;2023-05-19;07:55;2023-05-19;07:57;1;BSO;LD;Flight Landed;EN;8763;E90;2023-05-19;06:19;;014;DP;Flight Departed;LD;Flight Landed
EN8823;FRA;2023-05-19;07:55;;;1;ASO;NO;No Status;EN;8823;E95;;;;;NO;No Status;CD;Flight Cancelled
LH173;FRA;2023-05-19;07:55;2023-05-19;08:28;1;Area A;LD;Flight Landed;LH;173;32Q;2023-05-19;07:02;1;B17;DP;Flight Departed;LD;Flight Landed
LH821;FRA;2023-05-19;07:55;2023-05-19;08:16;1;A24;LD;Flight Landed;LH;821;32N;2023-05-19;06:26;;;DP;Flight Departed;LD;Flight Landed
CL1375;FRA;2023-05-19;07:55;2023-05-19;07:59;1;BSO;LD;Flight Landed;CL;1375;CR9;2023-05-19;06:48;;003;DP;Flight Departed;LD;Flight Landed
LH1423;FRA;2023-05-19;07:55;2023-05-19;07:54;1;Z15;LD;Flight Landed;LH;1423;32A;2023-05-19;06:28;;001;DP;Flight Departed;LD;Flight Landed
LH093;FRA;2023-05-19;08:00;2023-05-19;08:13;1;A17;LD;Flight Landed;LH;93;321;2023-05-19;07:10;2;G16;DP;Flight Departed;LD;Flight Landed
LH333;FRA;2023-05-19;08:05;;;1;A11;NO;No Status;LH;333;32M;;;;;NO;No Status;CD;Flight Cancelled
LH419;FRA;2023-05-19;08:05;2023-05-19;08:11;1;Z52;LD;Flight Landed;LH;419;74H;2023-05-18;18:24;;B45;DP;Flight Departed;LD;Flight Landed
