FlightId;DpAirportCode;DpScheduledDate;DpScheduledTime;DpActualDate;DpActualTime;DpTerminalName;DpTerminalGate;DpStatusCode;DPStatusDescription;AirlineID;FlightNumber;AircraftCode;ArrActualDate;ArrActualTime;ArrTerminalName;ArrTerminalGate;ArrStatusCode;ArrStatusDescription;StatusCode;StatusDescription
LX345;LHR;2023-05-19;06:00;2023-05-19;05:56;2;A17;DP;Flight Departed;LX;345;32N;2023-05-19;08:30;;;LD;Flight Landed;LD;Flight Landed
OS458;LHR;2023-05-19;06:00;2023-05-19;05:52;2;B42;DP;Flight Departed;OS;458;32N;2023-05-19;08:57;3;G16A;LD;Flight Landed;LD;Flight Landed
LH921;LHR;2023-05-19;06:30;2023-05-19;06:38;2;A26;DP;Flight Departed;LH;921;32N;2023-05-19;09:08;1;B25;LD;Flight Landed;LD;Flight Landed
SN2104;LHR;2023-05-19;06:50;2023-05-19;07:07;2;;DP;Flight Departed;SN;2104;320;2023-05-19;09:00;;;LD;Flight Landed;LD;Flight Landed
LH2483;LHR;2023-05-19;06:55;2023-05-19;06:57;2;A18;DP;Flight Departed;LH;2483;32N;2023-05-19;09:48;2;H20;LD;Flight Landed;LD;Flight Landed
LX359;LHR;2023-05-19;07:00;2023-05-19;07:13;2;A19;DP;Flight Departed;LX;359;223;2023-05-19;09:46;1;;LD;Flight Landed;LD;Flight Landed
LH2485;LHR;2023-05-19;07:25;2023-05-19;07:40;2;A24;DP;Flight Departed;LH;2485;32N;2023-05-19;10:25;2;L10;LD;Flight Landed;LD;Flight Landed
EW9469;LHR;2023-05-19;08:05;2023-05-19;08:08;2;;DP;Flight Departed;EW;9469;31D;2023-05-19;10:13;;A72I;LD;Flight Landed;LD;Flight Landed
LH925;LHR;2023-05-19;08:30;2023-05-19;08:33;2;A26;DP;Flight Departed;LH;925;32N;2023-05-19;11:17;1;Area A;LD;Flight Landed;LD;Flight Landed
LX317;LHR;2023-05-19;08:40;2023-05-19;08:47;2;A25;DP;Flight Departed;LX;317;32N;2023-05-19;11:35;;;LD;Flight Landed;LD;Flight Landed
EW7465;LHR;2023-05-19;08:45;2023-05-19;08:53;2;;DP;Flight Departed;EW;7465;31D;2023-05-19;11:25;1;;LD;Flight Landed;LD;Flight Landed
EW461;LHR;2023-05-19;08:50;2023-05-19;08:57;2;;DP;Flight Departed;EW;461;320;2023-05-19;11:14;1;D99;LD;Flight Landed;LD;Flight Landed
LX353;LHR;2023-05-19;08:55;2023-05-19;09:08;2;A18;DP;Flight Departed;LX;353;223;2023-05-19;11:37;1;;LD;Flight Landed;LD;Flight Landed
LH2471;LHR;2023-05-19;09:00;2023-05-19;09:02;2;A19;DP;Flight Departed;LH;2471;32N;2023-05-19;11:50;2;L08;LD;Flight Landed;LD;Flight Landed
OS452;LHR;2023-05-19;09:05;2023-05-19;09:15;2;A18;DP;Flight Departed;OS;452;32N;2023-05-19;12:19;3;G12A;LD;Flight Landed;LD;Flight Landed
EW2463;LHR;2023-05-19;09:10;2023-05-19;09:15;2;;DP;Flight Departed;EW;2463;31D;2023-05-19;11:46;1;;LD;Flight Landed;LD;Flight Landed
LH901;LHR;2023-05-19;09:30;2023-05-19;09:32;2;A26;DP;Flight Departed;LH;901;32N;2023-05-19;11:56;1;Z18;LD;Flight Landed;LD;Flight Landed
LH903;LHR;2023-05-19;10:30;2023-05-19;10:39;2;A19;DP;Flight Departed;LH;903;32N;2023-05-19;13:00;1;Area A;LD;Flight Landed;LD;Flight Landed
LH2473;LHR;2023-05-19;10:50;2023-05-19;11:03;2;A26;DP;Flight Departed;LH;2473;32N;2023-05-19;13:44;2;H30;LD;Flight Landed;LD;Flight Landed
SN2094;LHR;2023-05-19;11:05;2023-05-19;11:18;2;;DP;Flight Departed;SN;2094;320;2023-05-19;13:18;;;LD;Flight Landed;LD;Flight Landed
LH905;LHR;2023-05-19;11:30;2023-05-19;11:36;2;A23;DP;Flight Departed;LH;905;32N;2023-05-19;14:01;1;Z18;LD;Flight Landed;LD;Flight Landed
BT319;LHR;2023-05-19;12:05;2023-05-19;12:18;2;A24;DP;Flight Departed;BT;319;223;2023-05-19;15:11;;;LD;Flight Landed;LD;Flight Landed
EW9467;LHR;2023-05-19;12:10;2023-05-19;12:24;2;;DP;Flight Departed;EW;9467;31D;2023-05-19;14:37;;A90;LD;Flight Landed;LD;Flight Landed
LX333;LHR;2023-05-19;13:45;2023-05-19;15:06;2;A17;DP;Flight Departed;LX;333;32N;2023-05-19;17:50;;;LD;Flight Landed;LD;Flight Landed
LX355;LHR;2023-05-19;14:25;2023-05-19;14:31;2;A18;DP;Flight Departed;LX;355;221;2023-05-19;17:04;1;;LD;Flight Landed;LD;Flight Landed
EW2461;LHR;2023-05-19;14:35;2023-05-19;14:43;2;;DP;Flight Departed;EW;2461;320;2023-05-19;17:12;1;;LD;Flight Landed;LD;Flight Landed
EW465;LHR;2023-05-19;14:45;2023-05-19;14:51;2;;DP;Flight Departed;EW;465;31D;2023-05-19;17:12;1;D99;LD;Flight Landed;LD;Flight Landed
EW7463;LHR;2023-05-19;14:50;2023-05-19;15:20;2;;DP;Flight Departed;EW;7463;31D;2023-05-19;17:55;1;;LD;Flight Landed;LD;Flight Landed
OS462;LHR;2023-05-19;15:05;2023-05-19;15:08;2;A19;DP;Flight Departed;OS;462;320;2023-05-19;18:15;3;G36A;LD;Flight Landed;LD;Flight Landed
LH909;LHR;2023-05-19;15:30;2023-05-19;15:47;2;A18;DP;Flight Departed;LH;909;32N;2023-05-19;18:09;1;Z13;LD;Flight Landed;LD;Flight Landed
LH2477;LHR;2023-05-19;16:25;2023-05-19;16:38;2;A24;DP;Flight Departed;LH;2477;32N;2023-05-19;19:26;2;L24;LD;Flight Landed;LD;Flight Landed
LH911;LHR;2023-05-19;16:30;2023-05-19;16:36;2;A19;DP;Flight Departed;LH;911;32N;2023-05-19;19:12;1;B44;LD;Flight Landed;LD;Flight Landed
LX325;LHR;2023-05-19;17:10;2023-05-19;17:14;2;A18;DP;Flight Departed;LX;325;32N;2023-05-19;19:49;;;LD;Flight Landed;LD;Flight Landed
LX349;LHR;2023-05-19;17:15;2023-05-19;17:16;2;A26;DP;Flight Departed;LX;349;223;2023-05-19;19:55;1;;LD;Flight Landed;LD;Flight Landed
LH915;LHR;2023-05-19;17:30;2023-05-19;18:10;2;A18;DP;Flight Departed;LH;915;32N;2023-05-19;20:36;1;B24;LD;Flight Landed;LD;Flight Landed
EW9465;LHR;2023-05-19;17:35;2023-05-19;17:30;2;;DP;Flight Departed;EW;9465;31B;2023-05-19;19:48;;A90;LD;Flight Landed;LD;Flight Landed
LH2479;LHR;2023-05-19;17:50;2023-05-19;18:07;2;A19;DP;Flight Departed;LH;2479;32N;2023-05-19;20:47;2;H40;LD;Flight Landed;LD;Flight Landed
SN2096;LHR;2023-05-19;17:50;2023-05-19;17:52;2;;DP;Flight Departed;SN;2096;320;2023-05-19;19:52;;;LD;Flight Landed;LD;Flight Landed
LX327;LHR;2023-05-19;18:40;2023-05-19;19:07;2;A18;DP;Flight Departed;LX;327;32N;2023-05-19;21:42;;;LD;Flight Landed;LD;Flight Landed
EW2465;LHR;2023-05-19;19:00;2023-05-19;19:00;2;;DP;Flight Departed;EW;2465;31D;2023-05-19;21:36;1;;LD;Flight Landed;LD;Flight Landed
LX357;LHR;2023-05-19;19:15;2023-05-19;19:14;2;B37;DP;Flight Departed;LX;357;223;2023-05-19;21:44;1;;LD;Flight Landed;LD;Flight Landed
EW7461;LHR;2023-05-19;19:25;2023-05-19;20:02;2;;DP;Flight Departed;EW;7461;31D;2023-05-19;22:25;1;;LD;Flight Landed;LD;Flight Landed
LH919;LHR;2023-05-19;19:30;2023-05-19;19:30;2;B31;DP;Flight Departed;LH;919;32N;2023-05-19;21:56;1;B27;LD;Flight Landed;LD;Flight Landed
OS456;LHR;2023-05-19;19:30;2023-05-19;19:24;2;A19;DP;Flight Departed;OS;456;32N;2023-05-19;22:32;3;G27A;LD;Flight Landed;LD;Flight Landed
EW9463;LHR;2023-05-19;19:35;2023-05-19;19:35;2;;DP;Flight Departed;EW;9463;31D;2023-05-19;21:56;;A90;LD;Flight Landed;LD;Flight Landed
EW469;LHR;2023-05-19;20:00;2023-05-19;20:45;2;;DP;Flight Departed;EW;469;31D;2023-05-19;22:45;1;D99;LD;Flight Landed;LD;Flight Landed
2L339;LHR;2023-05-19;20:05;2023-05-19;20:33;2;B37;DP;Flight Departed;2L;339;295;2023-05-19;23:14;;;LD;Flight Landed;LD;Flight Landed
LH2481;LHR;2023-05-19;20:25;2023-05-19;20:31;2;A18;DP;Flight Departed;LH;2481;32N;2023-05-19;23:22;2;H20;LD;Flight Landed;LD;Flight Landed
LH1053;CDG;2023-05-19;06:05;2023-05-19;06:20;1;061;DP;Flight Departed;LH;1053;320;2023-05-19;07:29;1;A13;LD;Flight Landed;LD;Flight Landed
LH2239;CDG;2023-05-19;06:45;2023-05-19;06:44;1;067;DP;Flight Departed;LH;2239;32M;2023-05-19;07:55;2;K03;LD;Flight Landed;LD;Flight Landed
BT647;CDG;2023-05-19;07:00;2023-05-19;06:55;1;065;DP;Flight Departed;BT;647;223;2023-05-19;07:58;;;LD;Flight Landed;LD;Flight Landed
OS420;CDG;2023-05-19;07:05;2023-05-19;07:06;1;6068;DP;Flight Departed;OS;420;320;2023-05-19;08:47;3;F08A;LD;Flight Landed;LD;Flight Landed
SN3632;CDG;2023-05-19;08:30;2023-05-19;08:28;1;068;DP;Flight Departed;SN;3632;320;2023-05-19;09:19;;;LD;Flight Landed;LD;Flight Landed
EW7403;CDG;2023-05-19;08:55;2023-05-19;09:04;1;;DP;Flight Departed;EW;7403;32A;2023-05-19;10:28;1;;LD;Flight Landed;LD;Flight Landed
LH1027;CDG;2023-05-19;09:35;2023-05-19;09:36;1;068;DP;Flight Departed;LH;1027;320;2023-05-19;10:55;1;A40;LD;Flight Landed;LD;Flight Landed
BT633;CDG;2023-05-19;09:50;2023-05-19;09:50;1;064;DP;Flight Departed;BT;633;223;2023-05-19;11:14;;;LD;Flight Landed;LD;Flight Landed
SN3634;CDG;2023-05-19;09:55;2023-05-19;09:58;1;;DP;Flight Departed;SN;3634;320;2023-05-19;10:47;;068;LD;Flight Landed;LD;Flight Landed
OS412;CDG;2023-05-19;10:00;2023-05-19;10:17;1;065;DP;Flight Departed;OS;412;320;2023-05-19;12:03;3;F04A;LD;Flight Landed;LD;Flight Landed
LH1029;CDG;2023-05-19;10:35;2023-05-19;10:37;1;061;DP;Flight Departed;LH;1029;320;2023-05-19;11:52;1;Area A;LD;Flight Landed;LD;Flight Landed
LH1031;CDG;2023-05-19;11:35;2023-05-19;12:06;1;067;DP;Flight Departed;LH;1031;32M;2023-05-19;13:06;1;Area A;LD;Flight Landed;LD;Flight Landed
LH2229;CDG;2023-05-19;12:10;2023-05-19;12:09;1;065;DP;Flight Departed;LH;2229;32A;2023-05-19;13:31;2;K10;LD;Flight Landed;LD;Flight Landed
LH1035;CDG;2023-05-19;14:25;2023-05-19;14:31;1;068;DP;Flight Departed;LH;1035;320;2023-05-19;15:31;1;Area A;LD;Flight Landed;LD;Flight Landed
LH2231;CDG;2023-05-19;14:35;2023-05-19;14:41;1;064;DP;Flight Departed;LH;2231;319;2023-05-19;16:03;2;G24;LD;Flight Landed;LD;Flight Landed
BT639;CDG;2023-05-19;15:05;2023-05-19;15:30;1;065;DP;Flight Departed;BT;639;223;2023-05-19;16:37;;;LD;Flight Landed;LD;Flight Landed
OS416;CDG;2023-05-19;15:55;2023-05-19;16:00;1;6068;DP;Flight Departed;OS;416;320;2023-05-19;17:47;3;F16A;LD;Flight Landed;LD;Flight Landed
LH2233;CDG;2023-05-19;17:55;2023-05-19;17:48;1;064;DP;Flight Departed;LH;2233;32V;2023-05-19;19:09;2;K23;LD;Flight Landed;LD;Flight Landed
OS410;CDG;2023-05-19;17:55;2023-05-19;18:02;1;6068;DP;Flight Departed;OS;410;320;2023-05-19;19:56;3;F22A;LD;Flight Landed;LD;Flight Landed
LH1041;CDG;2023-05-19;18:15;2023-05-19;18:26;1;065;DP;Flight Departed;LH;1041;32N;2023-05-19;19:33;1;A24;LD;Flight Landed;LD;Flight Landed
LX645;CDG;2023-05-19;20:15;2023-05-19;20:39;1;065;DP;Flight Departed;LX;645;221;2023-05-19;21:46;;;LD;Flight Landed;LD;Flight Landed
OS418;CDG;2023-05-19;20:15;2023-05-19;20:14;1;6068;DP;Flight Departed;OS;418;320;2023-05-19;21:58;3;ARS;LD;Flight Landed;LD;Flight Landed
EW7407;CDG;2023-05-19;20:25;2023-05-19;20:34;1;;DP;Flight Departed;EW;7407;32A;2023-05-19;21:58;1;;LD;Flight Landed;LD;Flight Landed
LX737;AMS;2023-05-19;07:00;2023-05-19;06:57;;;DP;Flight Departed;LX;737;223;2023-05-19;08:18;;;LD;Flight Landed;LD;Flight Landed
OS378;AMS;2023-05-19;07:00;2023-05-19;07:18;;;DP;Flight Departed;OS;378;320;2023-05-19;08:59;3;ARS;LD;Flight Landed;LD;Flight Landed
CL2311;AMS;2023-05-19;07:05;2023-05-19;07:12;;B36;DP;Flight Departed;CL;2311;CR9;2023-05-19;08:24;2;G82;LD;Flight Landed;LD;Flight Landed
LH1003;AMS;2023-05-19;08:05;2023-05-19;08:17;;C22;DP;Flight Departed;LH;1003;32A;2023-05-19;09:23;1;Area A;LD;Flight Landed;LD;Flight Landed
CL2301;AMS;2023-05-19;08:50;2023-05-19;08:56;;B17;DP;Flight Departed;CL;2301;CR9;2023-05-19;10:23;2;T02S;LD;Flight Landed;LD;Flight Landed
BT725;AMS;2023-05-19;09:50;;;;;NO;No Status;BT;725;223;;;;;NO;No Status;CD;Flight Cancelled
OS372;AMS;2023-05-19;09:55;2023-05-19;09:49;;;DP;Flight Departed;OS;372;320;2023-05-19;11:35;3;F11A;LD;Flight Landed;LD;Flight Landed
LH987;AMS;2023-05-19;10:00;2023-05-19;11:18;;B17;DP;Flight Departed;LH;987;32M;2023-05-19;12:26;1;A21;LD;Flight Landed;LD;Flight Landed
CL2303;AMS;2023-05-19;11:10;2023-05-19;11:13;;B24;DP;Flight Departed;CL;2303;CR9;2023-05-19;12:34;2;G82;LD;Flight Landed;LD;Flight Landed
LH989;AMS;2023-05-19;11:25;2023-05-19;11:33;;B31;DP;Flight Departed;LH;989;319;2023-05-19;12:29;1;Area A;LD;Flight Landed;LD;Flight Landed
LX729;AMS;2023-05-19;14:55;2023-05-19;15:19;;;DP;Flight Departed;LX;729;223;2023-05-19;16:45;;;LD;Flight Landed;LD;Flight Landed
EN2307;AMS;2023-05-19;17:15;2023-05-19;17:43;;B23;DP;Flight Departed;EN;2307;E95;2023-05-19;19:11;2;K26;LD;Flight Landed;LD;Flight Landed
OS374;AMS;2023-05-19;17:40;2023-05-19;17:30;;;DP;Flight Departed;OS;374;32N;2023-05-19;19:15;3;F32A;LD;Flight Landed;LD;Flight Landed
CL997;AMS;2023-05-19;18:20;2023-05-19;19:12;;B35;DP;Flight Departed;CL;997;E90;2023-05-19;20:18;1;Area A;LD;Flight Landed;LD;Flight Landed
LH999;AMS;2023-05-19;19:35;2023-05-19;19:57;;B15;DP;Flight Departed;LH;999;319;2023-05-19;21:03;1;BSO;LD;Flight Landed;LD;Flight Landed
BT735;AMS;2023-05-19;20:00;2023-05-19;20:23;;;DP;Flight Departed;BT;735;223;2023-05-19;21:50;;;LD;Flight Landed;LD;Flight Landed
OS376;AMS;2023-05-19;20:05;2023-05-19;20:02;;;DP;Flight Departed;OS;376;320;2023-05-19;21:52;3;F26A;LD;Flight Landed;LD;Flight Landed
EW7185;AMS;2023-05-19;20:15;2023-05-19;21:59;;;DP;Flight Departed;EW;7185;32A;2023-05-19;23:05;1;;LD;Flight Landed;LD;Flight Landed
CL2309;AMS;2023-05-19;21:15;2023-05-19;21:05;;B17;DP;Flight Departed;CL;2309;CR9;2023-05-19;22:23;2;T02S;LD;Flight Landed;LD;Flight Landed
4Y1200;FRA;2023-05-19;05:00;2023-05-19;04:54;1;A15;DP;Flight Departed;4Y;1200;32A;2023-05-19;09:06;;;LD;Flight Landed;LD;Flight Landed
4Y1210;FRA;2023-05-19;05:25;2023-05-19;05:43;1;A21;DP;Flight Departed;4Y;1210;32A;2023-05-19;08:53;;;LD;Flight Landed;LD;Flight Landed
4Y1204;FRA;2023-05-19;06:00;2023-05-19;05:54;1;A25;DP;Flight Departed;4Y;1204;32A;2023-05-19;09:55;;;LD;Flight Landed;LD;Flight Landed
4Y2060;FRA;2023-05-19;06:00;2023-05-19;06:02;1;A19;DP;Flight Departed;4Y;2060;32A;2023-05-19;07:52;;;LD;Flight Landed;LD;Flight Landed
LH172;FRA;2023-05-19;06:15;2023-05-19;06:12;1;A11;DP;Flight Departed;LH;172;319;2023-05-19;07:09;1;B03;LD;Flight Landed;LD;Flight Landed
LH002;FRA;2023-05-19;06:30;2023-05-19;06:39;1;A15;DP;Flight Departed;LH;2;320;2023-05-19;07:35;2;;LD;Flight Landed;LD;Flight Landed
LH1004;FRA;2023-05-19;06:40;2023-05-19;06:48;1;A26;DP;Flight Departed;LH;1004;319;2023-05-19;07:48;;;LD;Flight Landed;LD;Flight Landed
2A3708;FRA;2023-05-19;06:41;2023-05-19;06:42;Station;T06;DP;Flight Departed;2A;3708;TRN;2023-05-19;09:05;;;LD;Flight Landed;LD;Flight Landed
2A3530;FRA;2023-05-19;06:42;2023-05-19;06:42;Station;T07;DP;Flight Departed;2A;3530;TRN;2023-05-19;07:33;;;LD;Flight Landed;LD;Flight Landed
LH170;FRA;2023-05-19;06:45;2023-05-19;06:49;1;A23;DP;Flight Departed;LH;170;321;2023-05-19;07:46;1;B02;LD;Flight Landed;LD;Flight Landed
LH1182;FRA;2023-05-19;06:45;2023-05-19;06:50;1;A34;DP;Flight Departed;LH;1182;32A;2023-05-19;07:38;;;LD;Flight Landed;LD;Flight Landed
CL350;FRA;2023-05-19;06:50;2023-05-19;07:05;1;A02;DP;Flight Departed;CL;350;CR9;2023-05-19;08:03;;;LD;Flight Landed;LD;Flight Landed
CL926;FRA;2023-05-19;06:50;2023-05-19;06:49;1;B32;DP;Flight Departed;CL;926;E90;2023-05-19;07:09;;;LD;Flight Landed;LD;Flight Landed
LH1280;FRA;2023-05-19;06:50;2023-05-19;07:03;1;A16;DP;Flight Departed;LH;1280;32N;2023-05-19;10:49;;;LD;Flight Landed;LD;Flight Landed
OS218;FRA;2023-05-19;06:50;2023-05-19;06:50;1;A17;DP;Flight Departed;OS;218;320;2023-05-19;08:07;3;ARS;LD;Flight Landed;LD;Flight Landed
2A3400;FRA;2023-05-19;06:51;2023-05-19;06:51;Station;T05;DP;Flight Departed;2A;3400;TRN;2023-05-19;08:09;;;LD;Flight Landed;LD;Flight Landed
LH046;FRA;2023-05-19;07:00;2023-05-19;06:59;1;A60;DP;Flight Departed;LH;46;32Q;2023-05-19;07:50;;A05;LD;Flight Landed;LD;Flight Landed
LH126;FRA;2023-05-19;07:00;2023-05-19;06:55;1;B19;DP;Flight Departed;LH;126;319;2023-05-19;07:34;1;;LD;Flight Landed;LD;Flight Landed
LH154;FRA;2023-05-19;07:00;2023-05-19;06:59;1;A13;DP;Flight Departed;LH;154;320;2023-05-19;07:48;;;LD;Flight Landed;LD;Flight Landed
LH204;FRA;2023-05-19;07:00;2023-05-19;07:03;1;B11;DP;Flight Departed;LH;204;32A;2023-05-19;08:04;;;LD;Flight Landed;LD;Flight Landed
LH800;FRA;2023-05-19;07:00;2023-05-19;07:04;1;A40;DP;Flight Departed;LH;800;32N;2023-05-19;09:07;5;;LD;Flight Landed;LD;Flight Landed
LH924;FRA;2023-05-19;07:00;2023-05-19;06:59;1;B28;DP;Flight Departed;LH;924;32N;2023-05-19;07:40;2;;LD;Flight Landed;LD;Flight Landed
LH246;FRA;2023-05-19;07:05;2023-05-19;07:11;1;A30;DP;Flight Departed;LH;246;32A;2023-05-19;08:24;1;;LD;Flight Landed;LD;Flight Landed
LH1026;FRA;2023-05-19;07:05;2023-05-19;07:23;1;A50;DP;Flight Departed;LH;1026;320;2023-05-19;08:45;1;068;LD;Flight Landed;LD;Flight Landed
CL1200;FRA;2023-05-19;07:05;2023-05-19;07:07;1;A04;DP;Flight Departed;CL;1200;CR9;2023-05-19;07:47;;;LD;Flight Landed;LD;Flight Landed
LH1334;FRA;2023-05-19;07:05;2023-05-19;07:13;1;A28;DP;Flight Departed;LH;1334;32M;2023-05-19;08:46;2A;;LD;Flight Landed;LD;Flight Landed
2A3600;FRA;2023-05-19;07:07;2023-05-19;07:14;Station;T06;DP;Flight Departed;2A;3600;TRN;2023-05-19;08:12;;;LD;Flight Landed;LD;Flight Landed
2A3640;FRA;2023-05-19;07:07;2023-05-19;07:14;Station;T06;DP;Flight Departed;2A;3640;TRN;2023-05-19;10:03;;;LD;Flight Landed;LD;Flight Landed
CL140;FRA;2023-05-19;07:10;2023-05-19;07:13;1;A56;DP;Flight Departed;CL;140;E90;2023-05-19;07:55;;;LD;Flight Landed;LD;Flight Landed
LH072;FRA;2023-05-19;07:15;2023-05-19;07:28;;A21;DP;Flight Departed;LH;72;320;2023-05-19;08:10;;A39;LD;Flight Landed;LD;Flight Landed
LH094;FRA;2023-05-19;07:15;2023-05-19;07:17;1;A24;DP;Flight Departed;LH;94;321;2023-05-19;08:09;2;G28;LD;Flight Landed;LD;Flight Landed
2A3488;FRA;2023-05-19;07:19;2023-05-19;07:23;Station;T04;DP;Flight Departed;2A;3488;TRN;2023-05-19;09:23;;;LD;Flight Landed;LD;Flight Landed
LH976;FRA;2023-05-19;07:20;2023-05-19;07:20;1;B25;DP;Flight Departed;LH;976;32N;2023-05-19;08:30;1;;LD;Flight Landed;LD;Flight Landed
LH1346;FRA;2023-05-19;07:20;2023-05-19;07:20;1;A38;DP;Flight Departed;LH;1346;32A;2023-05-19;08:56;;;LD;Flight Landed;LD;Flight Landed
LH1124;FRA;2023-05-19;07:30;2023-05-19;07:45;1;A14;DP;Flight Departed;LH;1124;32M;2023-05-19;09:38;1;;LD;Flight Landed;LD;Flight Landed
CL1212;FRA;2023-05-19;07:30;2023-05-19;07:35;1;A03;DP;Flight Departed;CL;1212;CR9;2023-05-19;08:35;1;;LD;Flight Landed;LD;Flight Landed
2A3490;FRA;2023-05-19;07:34;2023-05-19;07:35;Station;T04;DP;Flight Departed;2A;3490;TRN;2023-05-19;09:01;;;LD;Flight Landed;LD;Flight Landed
LH940;FRA;2023-05-19;07:40;2023-05-19;07:51;1;B31;DP;Flight Departed;LH;940;32A;2023-05-19;08:27;1;;LD;Flight Landed;LD;Flight Landed
LH1006;FRA;2023-05-19;07:40;2023-05-19;07:43;1;A15;DP;Flight Departed;LH;1006;319;2023-05-19;08:43;;;LD;Flight Landed;LD;Flight Landed
LH174;FRA;2023-05-19;07:45;2023-05-19;07:48;1;A01;DP;Flight Departed;LH;174;32M;2023-05-19;08:40;1;B03;LD;Flight Landed;LD;Flight Landed
LH1058;FRA;2023-05-19;07:45;2023-05-19;08:10;1;A17;DP;Flight Departed;LH;1058;32A;2023-05-19;09:58;1;;LD;Flight Landed;LD;Flight Landed
LH1094;FRA;2023-05-19;07:50;2023-05-19;07:55;1;A20;DP;Flight Departed;LH;1094;321;2023-05-19;09:30;;;LD;Flight Landed;LD;Flight Landed
LH1184;FRA;2023-05-19;07:50;2023-05-19;07:52;1;A19;DP;Flight Departed;LH;1184;319;2023-05-19;08:32;;;LD;Flight Landed;LD;Flight Landed
2A3430;FRA;2023-05-19;07:51;2023-05-19;07:51;Station;T05;DP;Flight Departed;2A;3430;TRN;2023-05-19;08:24;;;LD;Flight Landed;LD;Flight Landed
LH006;FRA;2023-05-19;08:00;2023-05-19;07:57;1;A11;DP;Flight Departed;LH;6;321;2023-05-19;08:56;2;;LD;Flight Landed;LD;Flight Landed
LH900;FRA;2023-05-19;08:00;2023-05-19;08:04;1;B24;DP;Flight Departed;LH;900;32N;2023-05-19;08:43;2;;LD;Flight Landed;LD;Flight Landed
LH952;FRA;2023-05-19;08:00;2023-05-19;08:12;1;B30;DP;Flight Departed;LH;952;319;2023-05-19;08:41;;;LD;Flight Landed;LD;Flight Landed
LH1456;FRA;2023-05-19;08:05;2023-05-19;08:11;1;Z17;DP;Flight Departed;LH;1456;32N;2023-05-19;11:21;2;;LD;Flight Landed;LD;Flight Landed
2A3602;FRA;2023-05-19;08:07;2023-05-19;08:25;Station;T06;DP;Flight Departed;2A;3602;TRN;2023-05-19;09:18;;;LD;Flight Landed;LD;Flight Landed
2A3642;FRA;2023-05-19;08:07;2023-05-19;08:25;Station;T06;DP;Flight Departed;2A;3642;TRN;2023-05-19;11:36;;;LD;Flight Landed;LD;Flight Landed
LH1308;FRA;2023-05-18;22:00;2023-05-19;09:30;1;B61;DP;Flight Departed;LH;1308;32Q;2023-05-19;14:12;;018;LD;Flight Landed;LD;Flight Landed
2A3402;FRA;2023-05-19;08:09;2023-05-19;08:09;Station;T05;DP;Flight Departed;2A;3402;TRN;2023-05-19;09:23;;;LD;Flight Landed;LD;Flight Landed
LH898;FRA;2023-05-19;08:10;2023-05-19;08:11;1;A40;DP;Flight Departed;LH;898;320;2023-05-19;09:50;A;;LD;Flight Landed;LD;Flight Landed
LH986;FRA;2023-05-19;08:10;2023-05-19;08:46;1;A18;DP;Flight Departed;LH;986;32M;2023-05-19;09:55;;;LD;Flight Landed;LD;Flight Landed
EN8870;FRA;2023-05-19;08:15;;;1;B08;NO;No Status;EN;8870;E95;;;;;NO;No Status;CD;Flight Cancelled
CL928;FRA;2023-05-19;08:15;2023-05-19;08:12;1;B32;DP;Flight Departed;CL;928;E90;2023-05-19;08:34;;;LD;Flight Landed;LD;Flight Landed
EN8852;FRA;2023-05-19;08:20;2023-05-19;08:23;1;B06;DP;Flight Departed;EN;8852;E95;2023-05-19;10:03;;;LD;Flight Landed;LD;Flight Landed
CL970;FRA;2023-05-19;08:20;2023-05-19;08:19;1;B33;DP;Flight Departed;CL;970;E90;2023-05-19;08:51;;;LD;Flight Landed;LD;Flight Landed
OS200;FRA;2023-05-19;08:20;2023-05-19;08:23;1;A30;DP;Flight Departed;OS;200;320;2023-05-19;09:35;3;ARS;LD;Flight Landed;LD;Flight Landed
2A3500;FRA;2023-05-19;08:21;2023-05-19;08:31;Station;T07;DP;Flight Departed;2A;3500;TRN;2023-05-19;09:45;;;LD;Flight Landed;LD;Flight Landed
LH1028;FRA;2023-05-19;08:30;2023-05-19;08:31;1;A28;DP;Flight Departed;LH;1028;320;2023-05-19;09:40;1;061;LD;Flight Landed;LD;Flight Landed
LH1074;FRA;2023-05-19;08:30;2023-05-19;08:35;1;A52;DP;Flight Departed;LH;1074;319;2023-05-19;09:52;1;;LD;Flight Landed;LD;Flight Landed
LH1086;FRA;2023-05-19;08:30;2023-05-19;08:29;1;A13;DP;Flight Departed;LH;1086;320;2023-05-19;10:00;1A;;LD;Flight Landed;LD;Flight Landed
CL1360;FRA;2023-05-19;08:30;2023-05-19;08:38;1;A04;DP;Flight Departed;CL;1360;CR9;2023-05-19;10:08;C;;LD;Flight Landed;LD;Flight Landed
YY3754;FRA;2023-05-19;08:30;;;1;SQAIR;NO;No Status;YY;3754;BUS;;;;;NO;No Status;;No Status
2A3532;FRA;2023-05-19;08:31;2023-05-19;08:34;Station;T06;DP;Flight Departed;2A;3532;TRN;2023-05-19;09:34;;;LD;Flight Landed;LD;Flight Landed
2A3460;FRA;2023-05-19;08:34;2023-05-19;08:36;Station;T05;DP;Flight Departed;2A;3460;TRN;2023-05-19;10:03;;;LD;Flight Landed;LD;Flight Landed
LH324;FRA;2023-05-19;08:35;;;1;A34;NO;No Status;LH;324;321;;;;;NO;No Status;CD;Flight Cancelled
