FlightScheduleID,DepAirportCode,DepScheduledTimeLocal,ArrAirportCode,ArrScheduledTimeLocal,Terminal,AirlineID,FlightNumber,AircraftCode,DaysOfOperation,Effective,Expiration
1734,FRA,2023-04-22T12:10,GDN,2023-04-22T13:40,,LH,1376,CR9,24567,2023-04-22,2023-04-29
1735,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,36,2023-04-22,2023-04-29
1736,FRA,2023-04-22T16:05,GDN,2023-04-22T17:35,,LH,1386,CR9,36,2023-04-22,2023-04-29
1737,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,36,2023-04-22,2023-04-29
1738,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,136,2023-04-22,2023-04-29
1739,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,36,2023-04-22,2023-04-29
1740,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,136,2023-04-22,2023-04-29
1741,MUC,2023-04-22T11:00,GDN,2023-04-22T12:30,,LH,1642,CRK,36,2023-04-22,2023-04-26
1742,MUC,2023-04-22T20:10,GDN,2023-04-22T21:40,,LH,1646,CRK,36,2023-04-22,2023-04-26
1743,FRA,2023-04-22T16:15,MUC,2023-04-22T17:10,2,LH,112,321,136,2023-04-22,2023-04-29
1744,FRA,2023-04-22T08:20,VIE,2023-04-22T09:45,3,LH,6330,320,234567,2023-04-22,2023-04-29
1745,FRA,2023-04-22T08:20,VIE,2023-04-22T09:45,3,LH,6330,320,1234567,2023-04-22,2023-04-29
1746,FRA,2023-04-22T09:20,VIE,2023-04-22T10:40,3,LH,6404,320,16,2023-04-22,2023-04-24
1747,FRA,2023-04-22T10:10,VIE,2023-04-22T11:35,3,LH,6328,320,1234567,2023-04-22,2023-04-29
1748,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,1236,2023-04-22,2023-04-29
1749,FRA,2023-04-22T12:50,VIE,2023-04-22T14:15,3,LH,6334,320,1236,2023-04-22,2023-04-29
1750,FRA,2023-04-22T11:45,VIE,2023-04-22T13:10,3,LH,6410,320,1234567,2023-04-22,2023-04-29
1751,FRA,2023-04-22T13:40,VIE,2023-04-22T15:05,3,LH,6428,320,1234567,2023-04-22,2023-04-29
1752,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,1236,2023-04-22,2023-04-29
1753,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,1234567,2023-04-22,2023-04-30
1754,FRA,2023-04-22T13:40,VIE,2023-04-22T15:05,3,LH,6428,320,1234567,2023-04-22,2023-04-30
1755,FRA,2023-04-22T11:45,VIE,2023-04-22T13:10,3,LH,6410,320,1234567,2023-04-22,2023-05-01
1756,FRA,2023-04-22T21:50,VIE,2023-04-22T23:10,3,LH,6420,320,1234567,2023-04-22,2023-04-29
1757,MUC,2023-04-22T11:40,GOA,2023-04-22T12:55,,LH,6920,E95,356,2023-04-22,2023-04-28
1758,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,1234567,2023-04-22,2023-04-28
1759,FRA,2023-04-22T12:40,GOT,2023-04-22T14:15,,LH,816,319,1234567,2023-04-22,2023-04-28
1760,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,1234567,2023-04-22,2023-04-28
1761,CPH,2023-04-22T14:15,GOT,2023-04-22T15:10,,LH,6270,AT7,6,2023-04-22,2023-04-22
1762,CPH,2023-04-22T14:15,GOT,2023-04-22T15:10,,LH,6270,AT7,6,2023-04-15,2023-06-24
1763,FRA,2023-04-22T08:30,GRZ,2023-04-22T09:45,,LH,6924,E95,67,2023-04-22,2023-04-29
1764,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,23456,2023-04-22,2023-04-28
1765,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,23456,2023-04-22,2023-04-28
1766,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,23456,2023-04-22,2023-04-28
1767,FRA,2023-04-22T09:00,GVA,2023-04-22T10:05,1,LH,5742,221,267,2023-04-22,2023-04-29
1768,FRA,2023-04-22T12:15,GVA,2023-04-22T13:20,1,LH,1216,CR9,123456,2023-04-22,2023-04-29
1769,FRA,2023-04-22T13:00,GVA,2023-04-22T14:05,1,LH,5744,221,26,2023-04-22,2023-04-29
1770,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,26,2023-04-22,2023-04-29
1771,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,234567,2023-04-22,2023-04-29
1772,FRA,2023-04-22T21:00,GVA,2023-04-22T22:05,1,LH,5746,223,234567,2023-04-22,2023-04-29
1773,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,234567,2023-04-22,2023-04-29
1774,MUC,2023-04-22T11:20,GVA,2023-04-22T12:30,1,LH,2384,E95,356,2023-04-22,2023-04-28
1775,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,6,2023-04-22,2023-05-20
1776,FRA,2023-04-22T09:50,LUX,2023-04-22T10:30,,LH,9528,E90,6,2023-04-22,2023-05-20
1777,FRA,2023-04-22T17:10,HAJ,2023-04-22T18:00,,LH,54,320,2346,2023-04-22,2023-04-27
1778,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,12356,2023-04-22,2023-04-29
1779,FRA,2023-04-22T09:00,HAM,2023-04-22T10:05,2,LH,8,321,12356,2023-04-22,2023-04-29
1780,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,13456,2023-04-22,2023-04-28
1781,FRA,2023-04-22T10:00,HAM,2023-04-22T11:05,2,LH,10,321,13456,2023-04-22,2023-04-28
1782,FRA,2023-04-22T12:00,HAM,2023-04-22T13:05,2,LH,14,321,16,2023-04-22,2023-04-29
1783,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,236,2023-04-22,2023-04-26
1784,FRA,2023-04-22T13:00,HAM,2023-04-22T14:05,2,LH,16,32A,236,2023-04-22,2023-04-26
1785,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,267,2023-04-22,2023-04-25
1786,FRA,2023-04-22T15:00,HAM,2023-04-22T16:05,2,LH,20,32A,267,2023-04-22,2023-04-25
1787,FRA,2023-04-22T16:00,HAM,2023-04-22T17:05,2,LH,22,32A,367,2023-04-22,2023-04-26
1788,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,346,2023-04-22,2023-04-29
1789,FRA,2023-04-22T19:00,HAM,2023-04-22T20:05,2,LH,30,321,346,2023-04-22,2023-04-29
1790,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,16,2023-04-22,2023-04-29
1791,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,236,2023-04-22,2023-04-26
1792,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,267,2023-04-22,2023-04-25
1793,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,367,2023-04-22,2023-04-26
1794,FRA,2023-04-22T21:30,HAM,2023-04-22T22:35,2,LH,34,321,6,2023-04-22,2023-04-22
1795,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,13456,2023-04-22,2023-04-29
1796,FRA,2023-04-22T21:45,HEL,2023-04-23T01:05,,LH,854,32N,13456,2023-04-22,2023-04-29
1797,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,13456,2023-04-22,2023-04-29
1798,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,13456,2023-04-22,2023-04-29
1799,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,13456,2023-04-22,2023-04-29
1800,ARN,2023-04-22T14:55,HEL,2023-04-22T16:55,,LH,6048,CR9,6,2023-04-22,2023-04-29
1801,FRA,2023-04-22T18:30,HER,2023-04-22T22:30,,LH,5912,320,6,2023-04-22,2023-10-28
1802,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,6,2023-04-22,2023-10-28
1803,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,6,2023-04-22,2023-10-28
1804,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,56,2023-04-22,2023-04-29
1805,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,56,2023-04-21,2023-04-29
1806,FRA,2023-04-23T04:50,HER,2023-04-23T08:50,,LH,4420,32A,56,2023-04-21,2023-04-29
1807,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,12467,2023-04-22,2023-04-29
1808,FRA,2023-04-23T06:50,VIE,2023-04-23T08:15,3,LH,6368,320,12467,2023-04-22,2023-04-29
1809,VIE,2023-04-23T12:50,IAS,2023-04-23T15:20,,LH,6382,E95,12467,2023-04-22,2023-04-29
1810,FRA,2023-04-22T09:45,OTP,2023-04-22T13:00,,LH,1418,32N,167,2023-04-22,2023-04-29
1811,FRA,2023-04-22T09:45,OTP,2023-04-22T13:00,,LH,1418,32N,1567,2023-04-22,2023-04-29
1812,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,156,2023-04-22,2023-04-29
1813,FRA,2023-04-22T09:45,OTP,2023-04-22T13:00,,LH,1418,32N,156,2023-04-22,2023-04-29
1814,FRA,2023-04-22T09:35,IBZ,2023-04-22T11:55,,LH,4308,32A,146,2023-04-22,2023-04-29
1815,MUC,2023-04-23T14:05,IBZ,2023-04-23T16:25,,LH,1846,32A,6,2023-04-22,2023-04-22
1816,FRA,2023-04-22T09:15,LJU,2023-04-22T10:25,,LH,1458,CR9,6,2023-04-22,2023-04-29
1817,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,6,2023-04-15,2023-04-22
1818,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,6,2023-04-01,2023-10-28
1819,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,26,2023-04-22,2023-04-25
1820,FRA,2023-04-22T08:45,INN,2023-04-22T09:55,,LH,6912,E95,26,2023-04-22,2023-04-25
1821,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,36,2023-04-22,2023-05-20
1822,FRA,2023-04-22T12:55,INN,2023-04-22T14:05,,LH,6914,E95,36,2023-04-22,2023-05-20
1823,FRA,2023-04-22T12:55,INN,2023-04-22T14:05,,LH,6914,E95,36,2023-04-22,2023-04-29
1824,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,16,2023-04-22,2023-04-29
1825,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,16,2023-04-22,2023-04-29
1826,VIE,2023-04-22T12:15,INN,2023-04-22T13:10,,LH,6352,E95,16,2023-04-22,2023-04-24
1827,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,123456,2023-04-22,2023-05-01
1828,FRA,2023-04-22T08:20,VIE,2023-04-22T09:45,3,LH,6330,320,123456,2023-04-22,2023-05-01
1829,VIE,2023-04-22T12:15,INN,2023-04-22T13:10,,LH,6352,E95,123456,2023-04-22,2023-05-01
1830,FRA,2023-04-22T10:10,VIE,2023-04-22T11:35,3,LH,6328,320,123456,2023-04-22,2023-04-29
1831,VIE,2023-04-22T12:15,INN,2023-04-22T13:10,,LH,6352,E95,123456,2023-04-22,2023-04-29
1832,VIE,2023-04-22T17:15,INN,2023-04-22T18:10,,LH,6344,E95,1236,2023-04-22,2023-04-29
1833,VIE,2023-04-22T17:15,INN,2023-04-22T18:10,,LH,6344,E95,1234567,2023-04-22,2023-04-30
1834,VIE,2023-04-22T17:15,INN,2023-04-22T18:10,,LH,6344,E95,1234567,2023-04-22,2023-05-01
1835,FRA,2023-04-22T08:20,VIE,2023-04-22T09:45,3,LH,6330,320,123456,2023-04-22,2023-04-29
1836,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,6,2023-04-22,2023-04-29
1837,FRA,2023-04-22T14:00,LHR,2023-04-22T14:40,2,LH,908,32N,56,2023-04-22,2023-04-28
1838,FRA,2023-04-22T12:00,LHR,2023-04-22T12:40,2,LH,906,32N,56,2023-04-22,2023-04-28
1839,FRA,2023-04-22T10:00,LHR,2023-04-22T10:40,2,LH,904,32N,56,2023-04-22,2023-04-28
1840,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,46,2023-04-22,2023-05-27
1841,FRA,2023-04-22T18:30,ATH,2023-04-22T22:10,,LH,5914,32Q,46,2023-04-22,2023-05-27
1842,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,46,2023-04-22,2023-05-27
1843,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,46,2023-04-22,2023-05-06
1844,FRA,2023-04-22T18:30,ATH,2023-04-22T22:10,,LH,5914,32Q,46,2023-04-22,2023-05-06
1845,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,6,2023-04-01,2023-04-29
1846,FRA,2023-04-22T12:55,JTR,2023-04-22T16:55,,LH,4362,32A,6,2023-04-01,2023-04-29
1847,FRA,2023-04-22T12:55,JTR,2023-04-22T16:55,,LH,4362,32A,6,2023-04-22,2023-04-29
1848,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,46,2023-04-20,2023-05-27
1849,FRA,2023-04-22T18:30,ATH,2023-04-22T22:10,,LH,5914,32Q,46,2023-04-20,2023-05-27
1850,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,1356,2023-04-22,2023-04-28
1851,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,1356,2023-04-22,2023-04-28
1852,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,1356,2023-04-22,2023-04-28
1853,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,1356,2023-04-22,2023-04-28
1854,FRA,2023-04-22T19:15,MUC,2023-04-22T20:10,2,LH,118,789,6,2023-04-22,2023-04-22
1855,FRA,2023-04-22T13:20,KGS,2023-04-22T17:20,,LH,4418,32A,6,2023-04-15,2023-04-29
1856,FRA,2023-04-22T13:20,KGS,2023-04-22T17:20,,LH,4418,32A,6,2023-04-22,2023-04-29
1857,FRA,2023-04-22T13:00,BRU,2023-04-22T13:55,,LH,1012,319,6,2023-04-22,2023-04-22
1858,FRA,2023-04-22T09:00,BRU,2023-04-22T10:10,,LH,5588,319,6,2023-04-22,2023-04-29
1859,FRA,2023-04-22T11:30,BRU,2023-04-22T12:25,,LH,1010,CR9,6,2023-04-22,2023-04-29
1860,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,123467,2023-04-22,2023-04-27
1861,FRA,2023-04-22T08:20,VIE,2023-04-22T09:45,3,LH,6330,320,123467,2023-04-22,2023-04-27
1862,FRA,2023-04-22T12:50,VIE,2023-04-22T14:15,3,LH,6334,320,6,2023-04-22,2023-04-29
1863,FRA,2023-04-22T11:45,VIE,2023-04-22T13:10,3,LH,6410,320,6,2023-04-22,2023-04-29
1864,FRA,2023-04-22T21:55,OSL,2023-04-22T23:50,,LH,864,32N,6,2023-04-22,2023-04-29
1865,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,146,2023-04-22,2023-04-27
1866,FRA,2023-04-22T11:10,SKG,2023-04-22T14:45,,LH,5928,32Q,1246,2023-04-22,2023-04-29
1867,FRA,2023-04-22T09:30,CPH,2023-04-22T10:50,3,LH,6070,32N,6,2023-04-22,2023-04-29
1868,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,146,2023-04-22,2023-04-27
1869,FRA,2023-04-22T08:35,KRK,2023-04-22T10:05,,LH,1364,E90,6,2023-04-22,2023-04-22
1870,FRA,2023-04-22T12:00,KRK,2023-04-22T13:30,,LH,1366,32A,12356,2023-04-22,2023-04-29
1871,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,1236,2023-04-22,2023-04-26
1872,FRA,2023-04-22T17:05,KRK,2023-04-22T18:35,,LH,1368,319,1236,2023-04-22,2023-04-26
1873,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,12356,2023-04-22,2023-04-29
1874,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,1236,2023-04-22,2023-04-26
1875,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,1236,2023-04-22,2023-04-26
1876,MUC,2023-04-22T11:20,KRK,2023-04-22T12:40,,LH,1622,32A,36,2023-04-22,2023-04-26
1877,MUC,2023-04-22T14:35,KRK,2023-04-22T15:55,,LH,1624,319,6,2023-04-22,2023-04-29
1878,MUC,2023-04-22T14:35,KRK,2023-04-22T15:55,,LH,1624,319,367,2023-04-22,2023-04-29
1879,OSL,2023-04-22T20:15,KRS,2023-04-22T21:00,,LH,6194,319,6,2023-04-22,2023-04-22
1880,VIE,2023-04-22T13:20,KSC,2023-04-22T14:10,,LH,6366,E95,1234567,2023-04-22,2023-04-29
1881,VIE,2023-04-22T13:20,KSC,2023-04-22T14:10,,LH,6366,E95,16,2023-04-22,2023-04-24
1882,FRA,2023-04-22T12:45,KTW,2023-04-22T14:10,,LH,9478,E90,123567,2023-04-22,2023-04-29
1883,FRA,2023-04-22T21:20,KTW,2023-04-22T22:45,,LH,9488,E90,123456,2023-04-22,2023-04-29
1884,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,256,2023-04-22,2023-04-28
1885,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,26,2023-04-18,2023-05-02
1886,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,2456,2023-04-21,2023-05-04
1887,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,6,2023-04-15,2023-06-10
1888,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,256,2023-04-22,2023-04-28
1889,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,6,2023-04-22,2023-06-10
1890,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,2456,2023-04-22,2023-04-29
1891,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,136,2023-04-22,2023-04-26
1892,FRA,2023-04-22T11:10,LCA,2023-04-22T15:50,,LH,1292,321,136,2023-04-22,2023-04-26
1893,FRA,2023-04-22T08:15,MUC,2023-04-22T09:10,2,LH,96,319,56,2023-04-22,2023-04-28
1894,MUC,2023-04-22T10:30,LCA,2023-04-22T14:50,,LH,1768,32Q,56,2023-04-22,2023-04-28
1895,FRA,2023-04-22T08:20,VIE,2023-04-22T09:45,3,LH,6330,320,67,2023-04-22,2023-04-23
1896,FRA,2023-04-22T10:10,VIE,2023-04-22T11:35,3,LH,6328,320,67,2023-04-22,2023-04-23
1897,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,126,2023-04-22,2023-04-25
1898,FRA,2023-04-22T08:55,LEJ,2023-04-22T09:50,,LH,156,CR9,126,2023-04-22,2023-04-25
1899,FRA,2023-04-22T13:45,LEJ,2023-04-22T14:40,,LH,158,E90,134567,2023-04-22,2023-04-29
1900,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,4567,2023-04-22,2023-04-28
1901,FRA,2023-04-22T17:05,LEJ,2023-04-22T18:00,,LH,160,319,4567,2023-04-22,2023-04-28
1902,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,134567,2023-04-22,2023-04-29
1903,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,4567,2023-04-22,2023-04-28
1904,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,4567,2023-04-22,2023-04-28
1905,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,12367,2023-04-22,2023-04-26
1906,FRA,2023-04-22T22:15,LEJ,2023-04-22T23:10,,LH,164,E90,12367,2023-04-22,2023-04-26
1907,MUC,2023-04-22T11:05,LEJ,2023-04-22T12:00,,LH,2166,CR9,356,2023-04-22,2023-04-28
1908,MUC,2023-04-22T15:00,LEJ,2023-04-22T15:55,,LH,2168,CR9,3567,2023-04-22,2023-04-28
1909,MUC,2023-04-22T15:00,LEJ,2023-04-22T15:55,,LH,2168,CR9,6,2023-04-22,2023-04-29
1910,MUC,2023-04-22T15:00,LEJ,2023-04-22T15:55,,LH,2168,CR9,356,2023-04-22,2023-04-28
1911,MUC,2023-04-22T15:00,LEJ,2023-04-22T15:55,,LH,2168,CR9,1234567,2023-04-22,2023-04-29
1912,FRA,2023-04-22T09:00,LHR,2023-04-22T09:40,2,LH,902,32N,24567,2023-04-22,2023-04-29
1913,FRA,2023-04-22T10:00,LHR,2023-04-22T10:40,2,LH,904,32N,234567,2023-04-22,2023-04-29
1914,FRA,2023-04-22T12:00,LHR,2023-04-22T12:40,2,LH,906,32N,1234567,2023-04-22,2023-04-28
1915,FRA,2023-04-22T14:00,LHR,2023-04-22T14:40,2,LH,908,32N,134567,2023-04-22,2023-04-29
1916,FRA,2023-04-22T15:00,LHR,2023-04-22T15:40,2,LH,910,32N,124567,2023-04-22,2023-04-29
1917,FRA,2023-04-22T16:00,LHR,2023-04-22T16:40,2,LH,914,32N,1234567,2023-04-22,2023-04-28
1918,FRA,2023-04-22T17:00,LHR,2023-04-22T17:40,2,LH,916,32N,123467,2023-04-22,2023-04-29
1919,FRA,2023-04-22T21:30,LHR,2023-04-22T22:10,2,LH,922,32N,134567,2023-04-22,2023-04-29
1920,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,1234567,2023-04-22,2023-04-28
1921,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,134567,2023-04-22,2023-04-29
1922,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,134567,2023-04-22,2023-04-29
1923,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,124567,2023-04-22,2023-04-29
1924,FRA,2023-04-23T07:00,LHR,2023-04-23T07:40,2,LH,924,32N,124567,2023-04-22,2023-04-29
1925,MUC,2023-04-22T11:50,LHR,2023-04-22T12:50,2,LH,2474,32N,356,2023-04-22,2023-04-28
1926,FRA,2023-04-22T10:50,LIN,2023-04-22T12:00,,LH,272,320,26,2023-04-22,2023-04-25
1927,FRA,2023-04-22T13:30,LIN,2023-04-22T14:40,,LH,280,320,6,2023-04-22,2023-04-29
1928,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,26,2023-04-22,2023-04-25
1929,FRA,2023-04-22T09:10,LIS,2023-04-22T11:15,1,LH,1166,321,467,2023-04-22,2023-04-29
1930,FRA,2023-04-22T21:35,LIS,2023-04-22T23:40,1,LH,1172,321,367,2023-04-22,2023-04-29
1931,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,34567,2023-04-22,2023-04-29
1932,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,367,2023-04-22,2023-04-29
1933,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,34567,2023-04-22,2023-04-29
1934,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,367,2023-04-22,2023-04-29
1935,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,367,2023-04-22,2023-04-29
1936,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,14567,2023-04-22,2023-04-29
1937,FRA,2023-04-23T06:05,LIS,2023-04-23T08:15,1,LH,6954,319,14567,2023-04-22,2023-04-29
1938,MUC,2023-04-22T11:15,LIS,2023-04-22T13:30,1,LH,1778,32Q,356,2023-04-22,2023-04-28
1939,FRA,2023-04-22T09:30,OPO,2023-04-22T11:15,,LH,1176,321,6,2023-04-22,2023-04-22
1940,OPO,2023-04-22T12:40,LIS,2023-04-22T13:40,1,LH,6991,32Q,6,2023-04-22,2023-04-22
1941,FRA,2023-04-22T09:15,LJU,2023-04-22T10:25,,LH,1458,CR9,12456,2023-04-22,2023-04-29
1942,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,3567,2023-04-22,2023-04-29
1943,FRA,2023-04-22T20:20,LJU,2023-04-22T21:30,,LH,1460,CR9,3567,2023-04-22,2023-04-29
1944,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,3567,2023-04-22,2023-04-29
1945,MUC,2023-04-23T11:35,LJU,2023-04-23T12:30,,LH,1696,CR9,6,2023-04-22,2023-04-22
1946,FRA,2023-04-22T08:30,CDG,2023-04-22T09:45,1,LH,1028,32A,16,2023-04-22,2023-04-24
1947,ARN,2023-04-22T14:10,LLA,2023-04-22T15:25,,LH,6190,320,6,2023-04-22,2023-04-29
1948,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,6,2023-04-01,2023-05-13
1949,FRA,2023-04-22T12:45,LNZ,2023-04-22T13:50,,LH,6932,E95,6,2023-04-01,2023-05-13
1950,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,6,2023-04-22,2023-05-13
1951,FRA,2023-04-22T12:45,LNZ,2023-04-22T13:50,,LH,6932,E95,6,2023-04-22,2023-05-13
1952,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,1267,2023-04-22,2023-04-25
1953,FRA,2023-04-22T21:00,LNZ,2023-04-22T22:05,,LH,6934,E95,1267,2023-04-22,2023-04-25
1954,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,1267,2023-04-22,2023-04-25
1955,XER,2023-04-22T16:45,FRA,2023-04-22T19:30,1,LH,3761,BUS,1267,2023-04-22,2023-04-25
1956,FRA,2023-04-22T10:00,NUE,2023-04-22T10:40,,LH,142,CR9,6,2023-04-22,2023-04-29
1957,FRA,2023-04-22T09:45,MAD,2023-04-22T12:15,2,LH,1112,32N,6,2023-04-22,2023-04-29
1958,FRA,2023-04-22T09:45,MAN,2023-04-22T10:25,1,LH,942,32N,167,2023-04-22,2023-04-29
1959,FRA,2023-04-22T09:45,MAN,2023-04-22T10:25,1,LH,942,32N,16,2023-04-22,2023-04-29
1960,FRA,2023-04-22T09:45,MAN,2023-04-22T10:25,1,LH,942,32N,67,2023-04-22,2023-04-29
1961,FRA,2023-04-22T18:30,ATH,2023-04-22T22:10,,LH,5914,32Q,467,2023-04-22,2023-04-29
1962,XER,2023-04-22T08:00,FRA,2023-04-22T10:45,1,LH,3755,BUS,467,2023-04-22,2023-04-29
1963,XER,2023-04-22T11:30,FRA,2023-04-22T14:15,1,LH,3757,BUS,467,2023-04-22,2023-04-29
1964,XER,2023-04-22T04:30,FRA,2023-04-22T07:15,1,LH,3753,BUS,23567,2023-04-22,2023-04-29
