FlightScheduleID,DepAirportCode,DepScheduledTimeLocal,ArrAirportCode,ArrScheduledTimeLocal,Terminal,AirlineID,FlightNumber,AircraftCode,DaysOfOperation,Effective,Expiration
1,CDG,2023-04-22T07:40,FRA,2023-04-22T08:55,1,LH,1051,321,6,2023-04-22,2023-04-22
2,FRA,2023-04-22T13:00,ACE,2023-04-22T16:25,,LH,4382,32A,6,2023-04-22,2023-04-22
3,CDG,2023-04-22T09:35,FRA,2023-04-22T10:50,1,LH,1027,320,6,2023-04-22,2023-04-22
4,CDG,2023-04-22T10:30,FRA,2023-04-22T11:45,1,LH,1029,32A,6,2023-04-22,2023-04-22
5,ZRH,2023-04-22T09:35,FRA,2023-04-22T10:35,1,LH,1185,319,6,2023-04-22,2023-04-22
6,CDG,2023-04-22T17:55,MUC,2023-04-22T19:25,2,LH,2233,320,6,2023-04-22,2023-04-22
7,MUC,2023-04-22T22:05,KEF,2023-04-23T00:10,,LH,2468,32N,6,2023-04-22,2023-04-22
8,CDG,2023-04-22T18:15,FRA,2023-04-22T19:30,1,LH,1041,321,6,2023-04-22,2023-04-22
9,FRA,2023-04-22T21:50,KEF,2023-04-22T23:30,,LH,868,32N,6,2023-04-22,2023-04-22
10,FRA,2023-04-22T14:05,AGP,2023-04-22T17:00,,LH,1150,321,6,2023-04-22,2023-04-22
11,FRA,2023-04-22T20:10,AGP,2023-04-22T23:05,,LH,1116,321,6,2023-04-22,2023-04-22
12,FRA,2023-04-22T14:50,ALC,2023-04-22T17:20,,LH,1174,32N,6,2023-04-22,2023-04-22
13,CDG,2023-04-22T09:00,MUC,2023-04-22T10:30,2,LH,2227,32N,6,2023-04-22,2023-04-29
14,MUC,2023-04-22T14:40,ALC,2023-04-22T17:20,,LH,1848,32A,6,2023-04-22,2023-04-29
15,FRA,2023-04-22T12:40,AMS,2023-04-22T13:50,,LH,992,32A,6,2023-04-22,2023-04-22
16,CDG,2023-04-22T07:40,FRA,2023-04-22T08:55,1,LH,1051,321,67,2023-04-22,2023-04-23
17,FRA,2023-04-22T17:20,AMS,2023-04-22T18:30,,LH,998,32A,67,2023-04-22,2023-04-23
18,MUC,2023-04-22T14:45,AOI,2023-04-22T15:50,,LH,1896,CR9,6,2023-04-22,2023-04-29
19,CDG,2023-04-22T12:10,MUC,2023-04-22T13:40,2,LH,2229,32A,16,2023-04-22,2023-04-24
20,MUC,2023-04-22T14:45,AOI,2023-04-22T15:50,,LH,1896,CR9,16,2023-04-22,2023-04-24
21,ZRH,2023-04-22T09:20,MUC,2023-04-22T10:10,2,LH,2367,CR9,6,2023-04-22,2023-04-22
22,MUC,2023-04-22T14:45,AOI,2023-04-22T15:50,,LH,1896,CR9,6,2023-04-22,2023-04-22
23,ZRH,2023-04-22T13:15,MUC,2023-04-22T14:05,2,LH,2369,CR9,167,2023-04-22,2023-04-29
24,MUC,2023-04-22T14:45,AOI,2023-04-22T15:50,,LH,1896,CR9,167,2023-04-22,2023-04-29
25,FRA,2023-04-22T10:15,MUC,2023-04-22T11:10,2,LH,100,321,67,2023-04-22,2023-04-23
26,MUC,2023-04-22T14:45,AOI,2023-04-22T15:50,,LH,1896,CR9,67,2023-04-22,2023-04-23
27,FRA,2023-04-22T12:15,MUC,2023-04-22T13:10,2,LH,104,319,6,2023-04-22,2023-04-22
28,CDG,2023-04-22T09:00,MUC,2023-04-22T10:30,2,LH,2227,32N,6,2023-04-22,2023-04-22
29,MUC,2023-04-22T11:15,ATH,2023-04-22T14:45,,LH,5916,320,6,2023-04-22,2023-04-22
30,FRA,2023-04-22T13:45,ATH,2023-04-22T17:30,,LH,1282,321,6,2023-04-22,2023-04-22
31,FRA,2023-04-22T17:20,ATH,2023-04-22T21:05,,LH,1284,32Q,6,2023-04-22,2023-04-22
32,FRA,2023-04-22T18:30,ATH,2023-04-22T22:10,,LH,5914,32Q,67,2023-04-22,2023-04-23
33,MUC,2023-04-22T15:55,BRI,2023-04-22T17:30,,LH,9470,E95,6,2023-04-22,2023-04-29
34,CDG,2023-04-22T12:10,MUC,2023-04-22T13:40,2,LH,2229,32A,1456,2023-04-22,2023-04-28
35,MUC,2023-04-22T15:55,BRI,2023-04-22T17:30,,LH,9470,E95,1456,2023-04-22,2023-04-28
36,FRA,2023-04-22T16:20,BRS,2023-04-22T17:00,,LH,972,E90,6,2023-04-22,2023-04-22
37,CDG,2023-04-22T11:35,FRA,2023-04-22T12:50,1,LH,1031,321,6,2023-04-22,2023-04-22
38,FRA,2023-04-22T09:55,BSL,2023-04-22T10:40,,LH,1202,CR9,6,2023-04-22,2023-04-22
39,FRA,2023-04-22T12:30,BSL,2023-04-22T13:15,,LH,1204,CR9,6,2023-04-22,2023-04-22
40,FRA,2023-04-22T17:00,BSL,2023-04-22T17:45,,LH,1206,CR9,67,2023-04-22,2023-04-23
41,FRA,2023-04-22T17:00,BSL,2023-04-22T17:45,,LH,1206,CR9,6,2023-04-22,2023-04-22
42,CDG,2023-04-22T10:30,FRA,2023-04-22T11:45,1,LH,1029,32A,167,2023-04-22,2023-04-24
43,FRA,2023-04-22T17:00,BSL,2023-04-22T17:45,,LH,1206,CR9,167,2023-04-22,2023-04-24
44,CDG,2023-04-22T11:35,FRA,2023-04-22T12:50,1,LH,1031,321,1246,2023-04-22,2023-04-27
45,FRA,2023-04-22T17:00,BSL,2023-04-22T17:45,,LH,1206,CR9,1246,2023-04-22,2023-04-27
46,FRA,2023-04-22T21:35,BSL,2023-04-22T22:20,,LH,1208,CR9,6,2023-04-22,2023-04-22
47,CDG,2023-04-22T14:25,FRA,2023-04-22T15:40,1,LH,1035,321,12567,2023-04-22,2023-04-29
48,FRA,2023-04-22T17:00,BSL,2023-04-22T17:45,,LH,1206,CR9,12567,2023-04-22,2023-04-29
49,CDG,2023-04-22T14:25,FRA,2023-04-22T15:40,1,LH,1035,321,6,2023-04-22,2023-04-29
50,FRA,2023-04-22T21:35,BSL,2023-04-22T22:20,,LH,1208,CR9,6,2023-04-22,2023-04-29
51,FRA,2023-04-22T12:15,BUD,2023-04-22T13:45,2A,LH,1338,321,6,2023-04-22,2023-04-22
52,FRA,2023-04-22T16:30,BUD,2023-04-22T18:00,2A,LH,1340,32N,67,2023-04-22,2023-04-23
53,MUC,2023-04-22T15:50,CAG,2023-04-22T17:40,,LH,1918,CR9,6,2023-04-22,2023-04-22
54,CDG,2023-04-22T12:10,MUC,2023-04-22T13:40,2,LH,2229,32A,6,2023-04-22,2023-04-22
55,ZRH,2023-04-22T13:15,MUC,2023-04-22T14:05,2,LH,2369,CR9,6,2023-04-22,2023-04-22
56,FRA,2023-04-22T13:15,MUC,2023-04-22T14:10,2,LH,106,320,6,2023-04-22,2023-04-22
57,FRA,2023-04-22T10:15,MUC,2023-04-22T11:10,2,LH,100,321,6,2023-04-22,2023-04-22
58,FRA,2023-04-23T07:15,MUC,2023-04-23T08:10,2,LH,94,32A,6,2023-04-22,2023-04-22
59,MUC,2023-04-23T11:35,CFU,2023-04-23T14:35,,LH,1766,32A,6,2023-04-22,2023-04-22
60,ZRH,2023-04-23T09:20,MUC,2023-04-23T10:10,2,LH,2367,E95,6,2023-04-22,2023-04-22
61,ZRH,2023-04-23T07:10,MUC,2023-04-23T08:10,2,LH,5749,E90,6,2023-04-22,2023-04-22
62,FRA,2023-04-22T14:15,CLJ,2023-04-22T17:10,,LH,1472,E90,6,2023-04-22,2023-04-22
63,MUC,2023-04-22T22:00,CLJ,2023-04-23T00:40,,LH,1672,E95,6,2023-04-22,2023-04-29
64,MUC,2023-04-22T22:00,CLJ,2023-04-23T00:40,,LH,1672,E95,1456,2023-04-22,2023-04-28
65,MUC,2023-04-22T22:00,CLJ,2023-04-23T00:40,,LH,1672,E95,6,2023-04-22,2023-04-22
66,FRA,2023-04-22T12:00,NCE,2023-04-22T13:30,1,LH,1060,321,6,2023-04-22,2023-04-22
67,MUC,2023-04-22T11:20,NCE,2023-04-22T12:45,1,LH,2272,320,6,2023-04-22,2023-04-22
68,MUC,2023-04-22T11:20,MRS,2023-04-22T13:00,1A,LH,2262,E95,6,2023-04-22,2023-04-29
69,FRA,2023-04-22T13:55,CTA,2023-04-22T16:15,,LH,308,321,6,2023-04-22,2023-04-22
70,MUC,2023-04-22T15:45,CTA,2023-04-22T17:50,,LH,1908,32A,6,2023-04-22,2023-04-29
71,MUC,2023-04-22T15:45,CTA,2023-04-22T17:50,,LH,1908,32A,16,2023-04-22,2023-04-24
72,FRA,2023-04-23T06:50,CTA,2023-04-23T09:10,,LH,306,32N,6,2023-04-22,2023-04-22
73,FRA,2023-04-22T16:20,DBV,2023-04-22T18:10,,LH,4296,32A,67,2023-04-22,2023-04-23
74,FRA,2023-04-22T18:50,DBV,2023-04-22T20:35,,LH,5990,319,6,2023-04-22,2023-04-22
75,MUC,2023-04-22T14:30,DBV,2023-04-22T15:55,,LH,1710,32A,6,2023-04-22,2023-04-29
76,FRA,2023-04-22T11:07,DHC,2023-04-22T15:48,,LH,3648,TRS,67,2023-04-22,2023-04-23
77,FRA,2023-04-22T13:07,DHC,2023-04-22T17:43,,LH,3652,TRS,67,2023-04-22,2023-04-23
78,FRA,2023-04-22T15:07,DHC,2023-04-22T19:31,,LH,3656,TRS,67,2023-04-22,2023-04-23
79,FRA,2023-04-22T17:07,DHC,2023-04-22T21:51,,LH,3660,TRS,67,2023-04-22,2023-04-23
80,FRA,2023-04-22T19:07,DHC,2023-04-22T23:47,,LH,3664,TRS,6,2023-04-22,2023-04-22
81,FRA,2023-04-22T13:07,DHC,2023-04-22T17:43,,LH,3652,TRS,6,2023-04-22,2023-04-22
82,FRA,2023-04-22T15:07,DHC,2023-04-22T19:31,,LH,3656,TRS,6,2023-04-22,2023-04-22
83,FRA,2023-04-22T13:45,DRS,2023-04-22T14:40,,LH,210,E90,6,2023-04-22,2023-04-22
84,FRA,2023-04-22T11:01,XIR,2023-04-22T15:38,,LH,3732,TRS,67,2023-04-22,2023-04-23
85,FRA,2023-04-22T13:01,XIR,2023-04-22T17:38,,LH,3734,TRS,67,2023-04-22,2023-04-23
86,FRA,2023-04-22T11:07,DTZ,2023-04-22T13:21,,LH,3610,TRS,67,2023-04-22,2023-04-23
87,FRA,2023-04-22T13:07,DTZ,2023-04-22T15:21,,LH,3614,TRS,67,2023-04-22,2023-04-23
88,FRA,2023-04-22T15:07,DTZ,2023-04-22T17:21,,LH,3618,TRS,67,2023-04-22,2023-04-23
89,FRA,2023-04-22T17:07,DTZ,2023-04-22T19:21,,LH,3622,TRS,67,2023-04-22,2023-04-23
90,FRA,2023-04-22T19:07,DTZ,2023-04-22T21:21,,LH,3626,TRS,67,2023-04-22,2023-04-23
91,FRA,2023-04-22T13:07,DTZ,2023-04-22T15:21,,LH,3614,TRS,6,2023-04-22,2023-04-22
92,FRA,2023-04-22T15:07,DTZ,2023-04-22T17:21,,LH,3618,TRS,6,2023-04-22,2023-04-22
93,FRA,2023-04-22T17:07,DTZ,2023-04-22T19:21,,LH,3622,TRS,6,2023-04-22,2023-04-22
94,FRA,2023-04-22T10:25,DUB,2023-04-22T11:30,1,LH,978,321,6,2023-04-22,2023-04-22
95,FRA,2023-04-22T15:40,DUB,2023-04-22T16:45,1,LH,980,321,67,2023-04-22,2023-04-23
96,MUC,2023-04-22T15:25,DUB,2023-04-22T16:55,1,LH,2518,32A,6,2023-04-22,2023-04-22
97,FRA,2023-04-22T15:40,DUB,2023-04-22T16:45,1,LH,980,321,6,2023-04-22,2023-04-22
98,FRA,2023-04-22T21:10,DUB,2023-04-22T22:15,1,LH,982,320,6,2023-04-22,2023-04-22
99,FRA,2023-04-22T15:40,DUB,2023-04-22T16:45,1,LH,980,321,167,2023-04-22,2023-04-24
100,FRA,2023-04-22T10:55,EDI,2023-04-22T11:50,,LH,962,321,67,2023-04-22,2023-04-23
101,FRA,2023-04-22T16:20,EDI,2023-04-22T17:15,,LH,964,32A,6,2023-04-22,2023-04-22
102,FRA,2023-04-22T21:45,EDI,2023-04-22T22:40,,LH,1526,32N,6,2023-04-22,2023-04-22
103,FRA,2023-04-22T21:45,EDI,2023-04-22T22:40,,LH,1526,32N,167,2023-04-22,2023-04-24
104,CDG,2023-04-22T11:35,FRA,2023-04-22T12:50,1,LH,1031,321,46,2023-04-22,2023-04-27
105,FRA,2023-04-22T16:20,EDI,2023-04-22T17:15,,LH,964,32A,46,2023-04-22,2023-04-27
106,FRA,2023-04-22T21:45,EDI,2023-04-22T22:40,,LH,1526,32N,1246,2023-04-22,2023-04-27
107,CDG,2023-04-22T14:25,FRA,2023-04-22T15:40,1,LH,1035,321,1267,2023-04-22,2023-04-29
108,FRA,2023-04-22T21:45,EDI,2023-04-22T22:40,,LH,1526,32N,1267,2023-04-22,2023-04-29
109,FRA,2023-04-23T06:50,ATH,2023-04-23T10:35,,LH,1280,321,6,2023-04-22,2023-04-22
110,FRA,2023-04-22T10:41,XIU,2023-04-22T13:07,,LH,3714,TRS,67,2023-04-22,2023-04-23
111,FRA,2023-04-22T11:01,XIU,2023-04-22T13:38,,LH,3732,TRS,67,2023-04-22,2023-04-23
112,FRA,2023-04-22T12:41,XIU,2023-04-22T15:07,,LH,3718,TRS,67,2023-04-22,2023-04-23
113,FRA,2023-04-22T13:01,XIU,2023-04-22T15:38,,LH,3734,TRS,67,2023-04-22,2023-04-23
114,FRA,2023-04-22T14:41,XIU,2023-04-22T17:07,,LH,3722,TRS,67,2023-04-22,2023-04-23
115,FRA,2023-04-22T15:01,XIU,2023-04-22T17:38,,LH,3736,TRS,67,2023-04-22,2023-04-23
116,FRA,2023-04-22T16:41,XIU,2023-04-22T19:07,,LH,3724,TRS,6,2023-04-22,2023-04-22
117,FRA,2023-04-22T13:30,FAO,2023-04-22T15:35,,LH,1162,32Q,6,2023-04-22,2023-04-22
118,FRA,2023-04-22T10:45,FCO,2023-04-22T12:35,1,LH,232,321,67,2023-04-22,2023-04-23
119,FRA,2023-04-22T15:55,FCO,2023-04-22T17:45,1,LH,236,32N,6,2023-04-22,2023-04-22
120,FRA,2023-04-22T16:45,FCO,2023-04-22T18:35,1,LH,238,321,6,2023-04-22,2023-04-22
121,FRA,2023-04-22T13:15,FDH,2023-04-22T14:00,,LH,372,CR9,6,2023-04-22,2023-04-22
122,FRA,2023-04-22T21:10,FDH,2023-04-22T21:55,,LH,376,CR9,67,2023-04-22,2023-04-23
123,FRA,2023-04-22T21:10,FDH,2023-04-22T21:55,,LH,376,CR9,6,2023-04-22,2023-04-22
124,CDG,2023-04-22T10:30,FRA,2023-04-22T11:45,1,LH,1029,32A,16,2023-04-22,2023-04-24
125,FRA,2023-04-22T13:15,FDH,2023-04-22T14:00,,LH,372,CR9,16,2023-04-22,2023-04-24
126,FRA,2023-04-22T21:10,FDH,2023-04-22T21:55,,LH,376,CR9,167,2023-04-22,2023-04-24
127,CDG,2023-04-22T11:35,FRA,2023-04-22T12:50,1,LH,1031,321,126,2023-04-22,2023-04-25
128,FRA,2023-04-22T21:10,FDH,2023-04-22T21:55,,LH,376,CR9,126,2023-04-22,2023-04-25
129,FRA,2023-04-22T21:10,FDH,2023-04-22T21:55,,LH,376,CR9,1267,2023-04-22,2023-04-29
130,FRA,2023-04-22T11:51,KJR,2023-04-22T12:58,,LH,3434,TRS,67,2023-04-22,2023-04-23
131,FRA,2023-04-22T14:10,KJR,2023-04-22T15:07,,LH,3442,TRS,67,2023-04-22,2023-04-23
132,FRA,2023-04-22T16:27,KJR,2023-04-22T17:20,,LH,3446,TRS,67,2023-04-22,2023-04-23
133,FRA,2023-04-22T18:27,KJR,2023-04-22T19:21,,LH,3450,TRS,67,2023-04-22,2023-04-23
134,FRA,2023-04-22T11:51,KJR,2023-04-22T12:58,,LH,3434,TRS,6,2023-04-22,2023-04-22
135,FRA,2023-04-22T14:10,KJR,2023-04-22T15:07,,LH,3442,TRS,6,2023-04-22,2023-04-22
136,FRA,2023-04-22T16:27,KJR,2023-04-22T17:20,,LH,3446,TRS,6,2023-04-22,2023-04-22
137,FRA,2023-04-22T18:27,KJR,2023-04-22T19:21,,LH,3450,TRS,6,2023-04-22,2023-04-22
138,FRA,2023-04-22T14:10,KJR,2023-04-22T15:07,,LH,3442,TRS,167,2023-04-22,2023-04-24
139,FRA,2023-04-22T16:27,KJR,2023-04-22T17:20,,LH,3446,TRS,167,2023-04-22,2023-04-24
140,CDG,2023-04-22T10:30,FRA,2023-04-22T11:45,1,LH,1029,32A,67,2023-04-22,2023-04-23
141,FRA,2023-04-22T12:30,FLR,2023-04-22T14:00,,LH,9496,E95,67,2023-04-22,2023-04-23
142,FRA,2023-04-22T16:50,FLR,2023-04-22T18:20,,LH,9498,E95,67,2023-04-22,2023-04-23
143,MUC,2023-04-22T15:05,FLR,2023-04-22T16:20,,LH,9440,E95,6,2023-04-22,2023-04-29
144,MUC,2023-04-22T20:30,FLR,2023-04-22T21:45,,LH,9442,E95,6,2023-04-22,2023-04-29
145,FRA,2023-04-22T12:30,FLR,2023-04-22T14:00,,LH,9496,E95,6,2023-04-22,2023-04-22
146,FRA,2023-04-22T16:50,FLR,2023-04-22T18:20,,LH,9498,E95,6,2023-04-22,2023-04-22
147,FRA,2023-04-22T21:10,FLR,2023-04-22T22:40,,LH,9500,E95,6,2023-04-22,2023-04-22
148,FRA,2023-04-22T10:25,FNC,2023-04-22T13:35,,LH,1170,32Q,6,2023-04-22,2023-04-22
149,FRA,2023-04-22T13:15,LUX,2023-04-22T13:55,,LH,394,CR9,6,2023-04-22,2023-04-22
150,FRA,2023-04-22T09:50,LUX,2023-04-22T10:30,,LH,9528,E90,6,2023-04-22,2023-04-22
151,FRA,2023-04-22T16:20,MRS,2023-04-22T17:55,1A,LH,1088,320,6,2023-04-22,2023-04-22
152,MUC,2023-04-22T11:20,MRS,2023-04-22T13:00,1A,LH,2262,E95,6,2023-04-22,2023-04-22
153,MUC,2023-04-22T15:25,MRS,2023-04-22T17:05,1A,LH,2264,CRK,6,2023-04-22,2023-04-22
154,CDG,2023-04-22T12:25,IAD,2023-04-22T14:50,,LH,7641,777,267,2023-04-22,2023-04-29
155,IAD,2023-04-22T18:10,FRA,2023-04-23T08:05,1,LH,419,74H,267,2023-04-22,2023-04-29
156,FRA,2023-04-23T12:50,FUE,2023-04-23T16:20,,LH,4376,32A,267,2023-04-22,2023-04-29
157,CDG,2023-04-22T12:25,IAD,2023-04-22T14:50,,LH,7641,777,267,2023-04-02,2023-04-29
158,IAD,2023-04-22T17:20,FRA,2023-04-23T07:20,1,LH,9051,77W,267,2023-04-02,2023-04-29
159,FRA,2023-04-23T12:50,FUE,2023-04-23T16:20,,LH,4376,32A,267,2023-04-02,2023-04-29
160,CDG,2023-04-22T13:00,YYZ,2023-04-22T15:15,1,LH,6824,77W,267,2023-04-22,2023-04-29
161,YYZ,2023-04-22T18:20,FRA,2023-04-23T07:50,1,LH,471,744,267,2023-04-22,2023-04-29
162,CDG,2023-04-22T13:00,YYZ,2023-04-22T15:15,1,LH,6824,77W,267,2023-04-18,2023-04-29
163,YYZ,2023-04-22T21:20,FRA,2023-04-23T11:10,1,LH,6779,333,267,2023-04-18,2023-04-29
164,FRA,2023-04-23T12:50,FUE,2023-04-23T16:20,,LH,4376,32A,267,2023-04-18,2023-04-29
165,YYZ,2023-04-22T16:55,FRA,2023-04-23T06:30,1,LH,6789,77W,267,2023-04-18,2023-04-29
166,CDG,2023-04-22T14:00,YUL,2023-04-22T15:35,,LH,6818,77W,267,2023-04-22,2023-04-29
167,YUL,2023-04-22T18:05,FRA,2023-04-23T07:05,1,LH,479,789,267,2023-04-22,2023-04-29
168,CDG,2023-04-22T14:00,YUL,2023-04-22T15:35,,LH,6818,77W,267,2023-04-18,2023-04-29
169,YUL,2023-04-22T18:50,FRA,2023-04-23T08:10,1,LH,6795,77W,267,2023-04-18,2023-04-29
170,MUC,2023-04-23T07:00,FRA,2023-04-23T08:00,1,LH,93,321,6,2023-04-22,2023-04-22
171,FRA,2023-04-23T12:50,FUE,2023-04-23T16:20,,LH,4376,32A,6,2023-04-22,2023-04-22
172,ZRH,2023-04-23T08:15,FRA,2023-04-23T09:15,1,LH,1183,319,6,2023-04-22,2023-04-29
173,FRA,2023-04-23T12:50,FUE,2023-04-23T16:20,,LH,4376,32A,6,2023-04-22,2023-04-29
174,FRA,2023-04-22T12:10,GDN,2023-04-22T13:40,,LH,1376,CR9,67,2023-04-22,2023-04-23
175,FRA,2023-04-22T16:05,GDN,2023-04-22T17:35,,LH,1386,CR9,6,2023-04-22,2023-04-22
176,FRA,2023-04-22T20:10,GDN,2023-04-22T21:40,,LH,1378,CR9,6,2023-04-22,2023-04-22
177,MUC,2023-04-22T20:10,GDN,2023-04-22T21:40,,LH,1646,CRK,6,2023-04-22,2023-04-29
178,FRA,2023-04-22T12:10,GDN,2023-04-22T13:40,,LH,1376,CR9,6,2023-04-22,2023-04-22
179,FRA,2023-04-22T20:10,GDN,2023-04-22T21:40,,LH,1378,CR9,16,2023-04-22,2023-04-24
180,FRA,2023-04-22T11:00,GLA,2023-04-22T12:00,M,LH,960,32A,6,2023-04-22,2023-04-22
181,FRA,2023-04-22T21:45,GLA,2023-04-22T22:45,M,LH,974,321,6,2023-04-22,2023-04-22
182,CDG,2023-04-22T14:25,FRA,2023-04-22T15:40,1,LH,1035,321,6,2023-04-22,2023-04-22
183,MUC,2023-04-22T11:40,GOA,2023-04-22T12:55,,LH,6920,E95,6,2023-04-22,2023-04-29
184,ZRH,2023-04-22T09:20,MUC,2023-04-22T10:10,2,LH,2367,CR9,346,2023-04-22,2023-04-27
185,MUC,2023-04-22T11:40,GOA,2023-04-22T12:55,,LH,6920,E95,346,2023-04-22,2023-04-27
186,MUC,2023-04-23T11:30,GOA,2023-04-23T12:45,,LH,6920,E95,6,2023-04-22,2023-04-22
187,FRA,2023-04-22T12:40,GOT,2023-04-22T14:15,,LH,816,319,67,2023-04-22,2023-04-23
188,FRA,2023-04-22T16:50,GOT,2023-04-22T18:25,,LH,818,319,6,2023-04-22,2023-04-22
189,FRA,2023-04-22T22:05,GOT,2023-04-22T23:40,,LH,820,320,6,2023-04-22,2023-04-22
190,MUC,2023-04-22T20:05,GOT,2023-04-22T21:55,,LH,2432,32A,6,2023-04-22,2023-04-29
191,FRA,2023-04-22T21:30,BRU,2023-04-22T22:35,,LH,5590,319,6,2023-04-22,2023-04-22
192,MUC,2023-04-22T21:10,BRU,2023-04-22T22:30,,LH,5630,319,6,2023-04-22,2023-04-22
193,FRA,2023-04-22T12:55,GRZ,2023-04-22T14:10,,LH,1262,CR9,6,2023-04-22,2023-04-22
194,FRA,2023-04-22T22:05,GRZ,2023-04-22T23:20,,LH,1266,320,6,2023-04-22,2023-04-22
195,FRA,2023-04-22T12:15,GVA,2023-04-22T13:20,1,LH,1216,CR9,6,2023-04-22,2023-04-22
196,FRA,2023-04-22T13:00,GVA,2023-04-22T14:05,1,LH,5744,221,6,2023-04-22,2023-04-22
197,FRA,2023-04-22T16:10,GVA,2023-04-22T17:15,1,LH,1222,32N,6,2023-04-22,2023-04-22
198,FRA,2023-04-22T12:55,HAJ,2023-04-22T13:45,,LH,52,320,6,2023-04-22,2023-04-22
199,FRA,2023-04-22T17:10,HAJ,2023-04-22T18:00,,LH,54,320,6,2023-04-22,2023-04-22
200,MUC,2023-04-22T15:35,HAJ,2023-04-22T16:40,,LH,2100,319,6,2023-04-22,2023-04-22
201,FRA,2023-04-22T16:05,OSL,2023-04-22T18:00,,LH,858,320,6,2023-04-22,2023-04-22
202,OSL,2023-04-22T20:00,HAU,2023-04-22T20:50,,LH,6138,32N,6,2023-04-22,2023-04-22
203,FRA,2023-04-22T10:25,OSL,2023-04-22T12:20,,LH,860,320,6,2023-04-22,2023-04-22
204,FRA,2023-04-22T14:00,HEL,2023-04-22T17:20,,LH,850,319,6,2023-04-22,2023-04-22
205,FRA,2023-04-22T21:45,HEL,2023-04-23T01:05,,LH,854,32N,6,2023-04-22,2023-04-22
206,MUC,2023-04-22T15:25,HEL,2023-04-22T18:55,,LH,2464,321,6,2023-04-22,2023-04-22
207,MUC,2023-04-22T20:10,HEL,2023-04-22T23:40,,LH,2466,32N,6,2023-04-22,2023-04-29
208,FRA,2023-04-22T21:45,HEL,2023-04-23T01:05,,LH,854,32N,16,2023-04-22,2023-04-24
209,FRA,2023-04-22T12:05,HER,2023-04-22T16:05,,LH,1296,32Q,67,2023-04-22,2023-04-23
210,FRA,2023-04-22T18:30,HER,2023-04-22T22:30,,LH,5912,320,6,2023-04-22,2023-04-22
211,FRA,2023-04-22T12:05,HER,2023-04-22T16:05,,LH,1296,32Q,6,2023-04-22,2023-04-22
212,CDG,2023-04-22T14:25,FRA,2023-04-22T15:40,1,LH,1035,321,6,2023-04-22,2023-05-06
213,FRA,2023-04-22T18:30,HER,2023-04-22T22:30,,LH,5912,320,6,2023-04-22,2023-05-06
214,MUC,2023-04-22T12:55,IBZ,2023-04-22T15:15,,LH,1846,319,6,2023-04-22,2023-04-22
215,FRA,2023-04-22T10:40,BEG,2023-04-22T12:30,2,LH,1406,320,6,2023-04-22,2023-04-22
216,MUC,2023-04-22T11:35,LJU,2023-04-22T12:30,,LH,1696,319,6,2023-04-22,2023-04-22
217,MUC,2023-04-22T15:00,FRA,2023-04-22T16:00,1,LH,111,320,6,2023-04-22,2023-04-22
218,FRA,2023-04-22T12:55,INN,2023-04-22T14:05,,LH,6914,E95,6,2023-04-22,2023-04-22
219,FRA,2023-04-22T21:15,INN,2023-04-22T22:25,,LH,6918,E95,6,2023-04-22,2023-04-22
220,FRA,2023-04-22T21:15,INN,2023-04-22T22:25,,LH,6918,E95,16,2023-04-22,2023-04-24
221,CDG,2023-04-22T11:35,FRA,2023-04-22T12:50,1,LH,1031,321,16,2023-04-22,2023-04-24
222,MUC,2023-04-22T20:10,HEL,2023-04-22T23:40,,LH,2466,32N,6,2023-04-22,2023-04-22
223,FRA,2023-04-22T21:45,HEL,2023-04-23T01:05,,LH,854,32N,6,2023-04-22,2023-04-29
224,FRA,2023-04-22T18:30,ATH,2023-04-22T22:10,,LH,5914,32Q,46,2023-04-22,2023-04-27
225,CDG,2023-04-22T12:10,MUC,2023-04-22T13:40,2,LH,2229,32A,46,2023-04-22,2023-04-27
226,MUC,2023-04-22T19:20,ATH,2023-04-22T22:45,,LH,1756,321,46,2023-04-22,2023-04-27
227,FRA,2023-04-22T18:30,ATH,2023-04-22T22:10,,LH,5914,32Q,6,2023-04-22,2023-05-06
228,FRA,2023-04-22T12:55,JTR,2023-04-22T16:55,,LH,4362,32A,6,2023-04-22,2023-04-22
229,CDG,2023-04-22T12:25,IAD,2023-04-22T14:50,,LH,7641,777,6,2023-04-22,2023-04-22
230,IAD,2023-04-22T17:10,MUC,2023-04-23T07:40,2,LH,9281,764,6,2023-04-22,2023-04-22
231,MUC,2023-04-23T13:15,JTR,2023-04-23T16:50,,LH,1764,32N,6,2023-04-22,2023-04-22
232,FRA,2023-04-22T21:50,KEF,2023-04-22T23:30,,LH,868,32N,16,2023-04-22,2023-04-24
233,CDG,2023-04-22T14:25,FRA,2023-04-22T15:40,1,LH,1035,321,156,2023-04-22,2023-04-28
234,FRA,2023-04-22T21:50,KEF,2023-04-22T23:30,,LH,868,32N,156,2023-04-22,2023-04-28
235,FRA,2023-04-22T13:20,KGS,2023-04-22T17:20,,LH,4418,32A,6,2023-04-22,2023-04-22
236,FRA,2023-04-22T10:00,TOS,2023-04-22T13:20,,LH,870,319,6,2023-04-22,2023-04-22
237,MUC,2023-04-22T20:05,OSL,2023-04-22T22:15,,LH,2456,32A,6,2023-04-22,2023-04-22
238,FRA,2023-04-22T21:55,OSL,2023-04-22T23:50,,LH,864,32N,6,2023-04-22,2023-04-22
